"prompt","model","W","V","coef","t","lci","uci"
2,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",0.579218107,36.5675065991,0.54817287765,0.61026333634
2,"gpt-5-mini","Democrat","Defense",0.58571428571,29.83546951833,0.54723730098,0.62419127045
2,"gpt-5-mini","Democrat","Government Operations",0.58800922367,43.07811026444,0.56125603293,0.61476241442
2,"gpt-5-mini","Democrat","Public Lands & Water Management",0.58876811594,39.7450420813,0.55973394609,0.61780228579
3,"gpt-5-mini","Democrat","Health",0.65333333333,37.58475038547,0.61926340364,0.68740326303
3,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",0.57142857143,35.87794865931,0.54021219865,0.6026449442
3,"gpt-5-mini","Democrat","Defense",0.5874015748,30.05801559529,0.54909944779,0.62570370182
3,"gpt-5-mini","Democrat","Government Operations",0.58737490377,42.98868121161,0.56059497882,0.61415482873
3,"gpt-5-mini","Democrat","Public Lands & Water Management",0.59762773723,40.33446538019,0.56858734137,0.62666813308
4,"gpt-5-mini","Democrat","Health",0.65454545455,38.18470898148,0.62094861562,0.68814229347
4,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",0.58333333333,37.10489778991,0.55252035735,0.61414630931
4,"gpt-5-mini","Democrat","Defense",0.58842975207,29.40171647586,0.5492041129,0.62765539124
4,"gpt-5-mini","Democrat","Government Operations",0.59807549963,44.82322625366,0.57192373553,0.62422726373
4,"gpt-5-mini","Democrat","Public Lands & Water Management",0.58988256549,39.89074499334,0.56089968779,0.61886544319
5,"gpt-5-mini","Democrat","Health",0.64613368283,37.31414708382,0.61219484605,0.68007251961
5,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",0.58123107972,37.07606997538,0.55050527777,0.61195688166
5,"gpt-5-mini","Democrat","Defense",0.58995137763,29.7853484952,0.55113083293,0.62877192234
5,"gpt-5-mini","Democrat","Government Operations",0.59236641221,43.61798034914,0.56574856278,0.61898426165
5,"gpt-5-mini","Democrat","Public Lands & Water Management",0.59763851045,40.42727006906,0.56866425732,0.62661276357
6,"gpt-5-mini","Democrat","Health",0.6484375,37.62556861143,0.6146595614,0.6822154386
6,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",0.57187176836,35.92901446848,0.54067558649,0.60306795023
6,"gpt-5-mini","Democrat","Defense",0.58227848101,29.67222801125,0.5438167635,0.62074019853
6,"gpt-5-mini","Democrat","Government Operations",0.59651778955,44.17947855004,0.57005406879,0.62298151031
6,"gpt-5-mini","Democrat","Public Lands & Water Management",0.58679927667,39.61972751992,0.55777067096,0.61582788238
7,"gpt-5-mini","Democrat","Health",0.652,37.47438205421,0.6178994639,0.6861005361
7,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",0.57953394124,36.87246864009,0.5487286902,0.61033919227
7,"gpt-5-mini","Democrat","Defense",0.58685446009,30.11853004834,0.5486648936,0.62504402659
7,"gpt-5-mini","Democrat","Government Operations",0.59708365311,43.92907182742,0.57044383562,0.6237234706
7,"gpt-5-mini","Democrat","Public Lands & Water Management",0.58754512635,39.71658939392,0.55855050963,0.61653974307
8,"gpt-5-mini","Democrat","Health",0.65087956698,37.10689172079,0.61650049478,0.68525863918
8,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",0.56808943089,35.96488373563,0.53713048681,0.59904837498
8,"gpt-5-mini","Democrat","Defense",0.58950617284,30.49636231234,0.55161933061,0.62739301507
8,"gpt-5-mini","Democrat","Government Operations",0.59726443769,44.16425974123,0.57075846218,0.6237704132
8,"gpt-5-mini","Democrat","Public Lands & Water Management",0.58593054319,39.85162371997,0.55711358029,0.61474750608
9,"gpt-5-mini","Democrat","Health",0.65530799476,38.07492613256,0.62157503191,0.6890409576
9,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",0.57474747475,36.56809656601,0.54394236164,0.60555258785
9,"gpt-5-mini","Democrat","Defense",0.58173076923,29.45065961442,0.54301614038,0.62044539808
9,"gpt-5-mini","Democrat","Government Operations",0.59069767442,43.13452819641,0.56385731668,0.61753803216
9,"gpt-5-mini","Democrat","Public Lands & Water Management",0.58965209634,40.12308268208,0.56084830573,0.61845588695
10,"gpt-5-mini","Democrat","Health",0.65734265734,37.02444697047,0.62254489426,0.69214042042
10,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",0.58199356913,36.03114851177,0.55033522679,0.61365191148
10,"gpt-5-mini","Democrat","Defense",0.5960419092,35.59069735659,0.5632181445,0.62886567389
10,"gpt-5-mini","Democrat","Government Operations",0.60872954014,44.66390170973,0.58201696176,0.63544211852
10,"gpt-5-mini","Democrat","Public Lands & Water Management",0.5880733945,39.43562841415,0.55884594917,0.61730083982
11,"gpt-5-mini","Democrat","Health",0.63315217391,35.63031451717,0.59832353222,0.6679808156
11,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",0.57755474453,38.69780297479,0.54830278676,0.60680670229
11,"gpt-5-mini","Democrat","Defense",0.59693877551,34.06489770565,0.56259320045,0.63128435057
11,"gpt-5-mini","Democrat","Government Operations",0.6073253833,42.59886453733,0.57938248175,0.63526828486
11,"gpt-5-mini","Democrat","Public Lands & Water Management",0.59318826868,39.24702200523,0.56356493465,0.62281160272
12,"gpt-5-mini","Democrat","Health",0.65739385066,36.19055690925,0.62179151732,0.692996184
12,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",0.58045977011,41.038603477,0.55273757327,0.60818196696
12,"gpt-5-mini","Democrat","Defense",0.59337349398,38.11233617727,0.56285868449,0.62388830346
12,"gpt-5-mini","Democrat","Government Operations",0.60975609756,46.65638353966,0.58414116773,0.63537102739
12,"gpt-5-mini","Democrat","Public Lands & Water Management",0.58627087199,39.07240669606,0.55686214364,0.61567960033
1,"gpt-5-nano","Democrat","Health",0.64449818622,38.7090369575,0.61186515444,0.67713121799
1,"gpt-5-nano","Democrat","Banking, Finance & Domestic Commerce",0.56893004115,35.80621039185,0.53778789072,0.60007219158
1,"gpt-5-nano","Democrat","Defense",0.59607843137,27.4257139635,0.55348000498,0.63867685776
1,"gpt-5-nano","Democrat","Government Operations",0.5654822335,35.79262092411,0.53451705736,0.59644740965
1,"gpt-5-nano","Democrat","Public Lands & Water Management",0.59592215014,39.87885099175,0.56663379496,0.62521050532
2,"gpt-5-nano","Democrat","Health",0.65147783251,38.94774388019,0.61869356926,0.68426209576
2,"gpt-5-nano","Democrat","Banking, Finance & Domestic Commerce",0.57422680412,36.15830896912,0.543100795,0.60535281325
2,"gpt-5-nano","Democrat","Defense",0.58512720157,26.83785402171,0.54239546003,0.6278589431
2,"gpt-5-nano","Democrat","Government Operations",0.57879088206,37.22435781929,0.54831596322,0.6092658009
2,"gpt-5-nano","Democrat","Public Lands & Water Management",0.58790170132,38.83867936322,0.55823369562,0.61756970703
3,"gpt-5-nano","Democrat","Health",0.64488286067,38.3649556254,0.6119375031,0.67782821823
3,"gpt-5-nano","Democrat","Banking, Finance & Domestic Commerce",0.5843495935,37.18257735391,0.5535474211,0.61515176589
3,"gpt-5-nano","Democrat","Defense",0.59958071279,26.71746167051,0.55559612258,0.64356530299
3,"gpt-5-nano","Democrat","Government Operations",0.57073643411,37.03098852395,0.54052868379,0.60094418443
3,"gpt-5-nano","Democrat","Public Lands & Water Management",0.59039548023,39.11299503604,0.56081058455,0.61998037591
4,"gpt-5-nano","Democrat","Health",0.64705882353,38.66655402282,0.61426014203,0.67985750503
4,"gpt-5-nano","Democrat","Banking, Finance & Domestic Commerce",0.57867494824,36.41387818972,0.54752797589,0.60982192059
4,"gpt-5-nano","Democrat","Defense",0.60253699789,26.7697150455,0.55842181723,0.64665217854
4,"gpt-5-nano","Democrat","Government Operations",0.55111976631,35.49871620299,0.52069120413,0.58154832849
4,"gpt-5-nano","Democrat","Public Lands & Water Management",0.59162790698,39.45210700524,0.56223608287,0.62101973109
5,"gpt-5-nano","Democrat","Health",0.64632627646,38.29587122415,0.61324761332,0.67940493961
5,"gpt-5-nano","Democrat","Banking, Finance & Domestic Commerce",0.57479508197,36.31214999292,0.54377026908,0.60581989486
5,"gpt-5-nano","Democrat","Defense",0.60421052632,26.92021357523,0.56022012976,0.64820092288
5,"gpt-5-nano","Democrat","Government Operations",0.57692307692,37.64745554604,0.54688788766,0.60695826619
5,"gpt-5-nano","Democrat","Public Lands & Water Management",0.58812615955,39.22222230474,0.55873705248,0.61751526663
6,"gpt-5-nano","Democrat","Health",0.64567901235,38.4080340572,0.61272997861,0.67862804608
6,"gpt-5-nano","Democrat","Banking, Finance & Domestic Commerce",0.58010471204,36.31232480396,0.54879346031,0.61141596377
6,"gpt-5-nano","Democrat","Defense",0.58835341365,26.6711181691,0.54511744981,0.6315893775
6,"gpt-5-nano","Democrat","Government Operations",0.5712900097,37.05488910775,0.54107246295,0.60150755644
6,"gpt-5-nano","Democrat","Public Lands & Water Management",0.59156279962,38.85524119787,0.56172276398,0.62140283525
7,"gpt-5-nano","Democrat","Health",0.64987714988,38.85861174395,0.61709842334,0.68265587642
7,"gpt-5-nano","Democrat","Banking, Finance & Domestic Commerce",0.57014028056,36.37160201449,0.53941701422,0.6008635469
7,"gpt-5-nano","Democrat","Defense",0.58640776699,27.0138794095,0.54386156005,0.62895397393
7,"gpt-5-nano","Democrat","Government Operations",0.57733990148,37.22398423505,0.54694107564,0.60773872732
7,"gpt-5-nano","Democrat","Public Lands & Water Management",0.58984007526,39.08650425834,0.56026297886,0.61941717165
8,"gpt-5-nano","Democrat","Health",0.65147783251,38.94774388019,0.61869356926,0.68426209576
8,"gpt-5-nano","Democrat","Banking, Finance & Domestic Commerce",0.57665677547,37.09861045462,0.54619130796,0.60712224298
8,"gpt-5-nano","Democrat","Defense",0.58979206049,27.57051881692,0.54786426056,0.63171986042
8,"gpt-5-nano","Democrat","Government Operations",0.57228915663,36.49488252761,0.54155426839,0.60302404486
8,"gpt-5-nano","Democrat","Public Lands & Water Management",0.58695652174,38.76301845832,0.55727839839,0.61663464509
9,"gpt-5-nano","Democrat","Health",0.64864864865,38.75393617726,0.6158435167,0.6814537806
9,"gpt-5-nano","Democrat","Banking, Finance & Domestic Commerce",0.57575757576,36.64376189359,0.54496204457,0.60655310695
9,"gpt-5-nano","Democrat","Defense",0.57790927022,26.33907844385,0.53490543626,0.62091310417
9,"gpt-5-nano","Democrat","Government Operations",0.58005752637,37.94481666674,0.55009580931,0.61001924342
9,"gpt-5-nano","Democrat","Public Lands & Water Management",0.58823529412,38.47778208636,0.55827202887,0.61819855937
10,"gpt-5-nano","Democrat","Health",0.64628297362,39.02438544017,0.61382400373,0.67874194351
10,"gpt-5-nano","Democrat","Banking, Finance & Domestic Commerce",0.57816377171,33.22696647569,0.54405953982,0.6122680036
10,"gpt-5-nano","Democrat","Defense",0.6019047619,28.1656463864,0.56001999067,0.64378953314
10,"gpt-5-nano","Democrat","Government Operations",0.58572381588,46.0226844368,0.56077964763,0.61066798413
10,"gpt-5-nano","Democrat","Public Lands & Water Management",0.58913043478,36.30925428992,0.55732932906,0.6209315405
11,"gpt-5-nano","Democrat","Health",0.64519906323,39.3960874739,0.61310026846,0.67729785801
11,"gpt-5-nano","Democrat","Banking, Finance & Domestic Commerce",0.57111597374,34.87666809704,0.53902097154,0.60321097595
11,"gpt-5-nano","Democrat","Defense",0.58315789474,25.77055470685,0.53880617301,0.62750961646
11,"gpt-5-nano","Democrat","Government Operations",0.585,44.41069555319,0.55918236943,0.61081763057
11,"gpt-5-nano","Democrat","Public Lands & Water Management",0.5825136612,35.72005695105,0.55055106389,0.61447625852
12,"gpt-5-nano","Democrat","Health",0.64805825243,38.94080345593,0.61544025994,0.68067624492
12,"gpt-5-nano","Democrat","Banking, Finance & Domestic Commerce",0.58016032064,37.12506421971,0.54953159696,0.61078904432
12,"gpt-5-nano","Democrat","Defense",0.58187134503,30.84297365327,0.5448954395,0.61884725055
12,"gpt-5-nano","Democrat","Government Operations",0.59278024066,47.92842696514,0.56853934656,0.61702113476
12,"gpt-5-nano","Democrat","Public Lands & Water Management",0.59247311828,36.75930919733,0.56088313471,0.62406310185
1,"gpt-5-mini","DW1","Health",-0.10330806527,-7.17156743116,-0.1315417937,-0.07507433685
1,"gpt-5-mini","DW1","Banking, Finance & Domestic Commerce",-0.04490616184,-3.59974310949,-0.06935636765,-0.02045595603
1,"gpt-5-mini","DW1","Defense",-0.01090526535,-0.79390063779,-0.03782793843,0.01601740773
1,"gpt-5-mini","DW1","Government Operations",-0.04931946166,-4.74977209853,-0.0696708315,-0.02896809183
1,"gpt-5-mini","DW1","Public Lands & Water Management",-0.02436250985,-2.21350866866,-0.04593443436,-0.00279058535
2,"gpt-5-mini","DW1","Health",-0.10533633687,-7.33039768721,-0.13350062418,-0.07717204956
2,"gpt-5-mini","DW1","Banking, Finance & Domestic Commerce",-0.04696024593,-3.79241516567,-0.07122984372,-0.02269064814
2,"gpt-5-mini","DW1","Defense",-0.00945786202,-0.70047425954,-0.0359214596,0.01700573557
2,"gpt-5-mini","DW1","Government Operations",-0.04407236259,-4.25387443364,-0.06437861393,-0.02376611126
2,"gpt-5-mini","DW1","Public Lands & Water Management",-0.02706539077,-2.46263373402,-0.04860622748,-0.00552455406
3,"gpt-5-mini","DW1","Health",-0.10307863733,-7.05464941879,-0.13171654756,-0.0744407271
3,"gpt-5-mini","DW1","Banking, Finance & Domestic Commerce",-0.03786642344,-3.05206523366,-0.06218334345,-0.01354950343
3,"gpt-5-mini","DW1","Defense",-0.01632190403,-1.1937946933,-0.04311909472,0.01047528667
3,"gpt-5-mini","DW1","Government Operations",-0.04331866313,-4.2101893031,-0.06348474439,-0.02315258187
3,"gpt-5-mini","DW1","Public Lands & Water Management",-0.03557095171,-3.20653961317,-0.05731332593,-0.01382857748
4,"gpt-5-mini","DW1","Health",-0.1048149974,-7.30830853403,-0.13292459609,-0.07670539872
4,"gpt-5-mini","DW1","Banking, Finance & Domestic Commerce",-0.05216803358,-4.30140692774,-0.07593873667,-0.02839733049
4,"gpt-5-mini","DW1","Defense",-0.01532665189,-1.10666388209,-0.04247101451,0.01181771073
4,"gpt-5-mini","DW1","Government Operations",-0.05158139162,-5.09833549489,-0.07141093598,-0.03175184726
4,"gpt-5-mini","DW1","Public Lands & Water Management",-0.02881242554,-2.61234412582,-0.05042953019,-0.00719532088
5,"gpt-5-mini","DW1","Health",-0.09707018087,-6.67788670224,-0.12556034054,-0.06858002119
5,"gpt-5-mini","DW1","Banking, Finance & Domestic Commerce",-0.04565496372,-3.71520330497,-0.06974034404,-0.02156958339
5,"gpt-5-mini","DW1","Defense",-0.01673099254,-1.23222710776,-0.04334308586,0.00988110079
5,"gpt-5-mini","DW1","Government Operations",-0.05032818377,-4.92488591129,-0.07035736401,-0.03029900352
5,"gpt-5-mini","DW1","Public Lands & Water Management",-0.03335474152,-3.03158962071,-0.05491903625,-0.01179044678
6,"gpt-5-mini","DW1","Health",-0.10142258724,-7.03644717693,-0.12967329576,-0.07317187872
6,"gpt-5-mini","DW1","Banking, Finance & Domestic Commerce",-0.04251122307,-3.45413292607,-0.06663318592,-0.01838926021
6,"gpt-5-mini","DW1","Defense",-0.01022058395,-0.75236686451,-0.03684586131,0.01640469341
6,"gpt-5-mini","DW1","Government Operations",-0.04955355393,-4.84904517223,-0.06958289529,-0.02952421258
6,"gpt-5-mini","DW1","Public Lands & Water Management",-0.02713127614,-2.46397966037,-0.04871275465,-0.00554979763
7,"gpt-5-mini","DW1","Health",-0.10511863733,-7.22979865102,-0.13361579932,-0.07662147535
7,"gpt-5-mini","DW1","Banking, Finance & Domestic Commerce",-0.04456813547,-3.68263768048,-0.06828807426,-0.02084819667
7,"gpt-5-mini","DW1","Defense",-0.01429234281,-1.05619822072,-0.04081433141,0.01222964578
7,"gpt-5-mini","DW1","Government Operations",-0.04606687342,-4.47460605231,-0.06624505486,-0.02588869198
7,"gpt-5-mini","DW1","Public Lands & Water Management",-0.02728571336,-2.46758332461,-0.04895834138,-0.00561308535
8,"gpt-5-mini","DW1","Health",-0.10534045737,-7.17967123654,-0.13409713658,-0.07658377817
8,"gpt-5-mini","DW1","Banking, Finance & Domestic Commerce",-0.03862587199,-3.13977273292,-0.06273759103,-0.01451415296
8,"gpt-5-mini","DW1","Defense",-0.01703800061,-1.27681729046,-0.04319199132,0.00911599011
8,"gpt-5-mini","DW1","Government Operations",-0.05143536733,-5.0011900701,-0.07159286307,-0.0312778716
8,"gpt-5-mini","DW1","Public Lands & Water Management",-0.02784915352,-2.54904840661,-0.04926237493,-0.00643593212
9,"gpt-5-mini","DW1","Health",-0.10472555439,-7.28284956744,-0.13290934605,-0.07654176274
9,"gpt-5-mini","DW1","Banking, Finance & Domestic Commerce",-0.03756911822,-3.0377723662,-0.06180862987,-0.01332960658
9,"gpt-5-mini","DW1","Defense",-0.01284263951,-0.94674690577,-0.03942958768,0.01374430866
9,"gpt-5-mini","DW1","Government Operations",-0.04822757112,-4.69120868218,-0.06837681386,-0.02807832839
9,"gpt-5-mini","DW1","Public Lands & Water Management",-0.02806830545,-2.56056776653,-0.04955294198,-0.00658366891
10,"gpt-5-mini","DW1","Health",-0.10788717203,-7.20098065849,-0.13725191853,-0.07852242553
10,"gpt-5-mini","DW1","Banking, Finance & Domestic Commerce",-0.04553836411,-3.63762565995,-0.0700745759,-0.02100215233
10,"gpt-5-mini","DW1","Defense",-0.01963646226,-1.72816858985,-0.04190671937,0.00263379484
10,"gpt-5-mini","DW1","Government Operations",-0.06191800005,-5.95685248794,-0.08229068015,-0.04154531996
10,"gpt-5-mini","DW1","Public Lands & Water Management",-0.02730952667,-2.450499331,-0.04915229481,-0.00546675853
11,"gpt-5-mini","DW1","Health",-0.08861222554,-5.91595703145,-0.11796956701,-0.05925488408
11,"gpt-5-mini","DW1","Banking, Finance & Domestic Commerce",-0.04712807274,-4.10669252289,-0.06962046161,-0.02463568386
11,"gpt-5-mini","DW1","Defense",-0.01959452689,-1.61814677503,-0.04332820025,0.00413914647
11,"gpt-5-mini","DW1","Government Operations",-0.05889218347,-5.47228873126,-0.07998510532,-0.03779926162
11,"gpt-5-mini","DW1","Public Lands & Water Management",-0.02962967872,-2.63949559847,-0.05163126993,-0.00762808751
12,"gpt-5-mini","DW1","Health",-0.11433169546,-7.38689016999,-0.14466733065,-0.08399606027
12,"gpt-5-mini","DW1","Banking, Finance & Domestic Commerce",-0.05295084679,-4.86529692916,-0.07428186814,-0.03161982544
12,"gpt-5-mini","DW1","Defense",-0.01878425813,-1.76346016421,-0.03966166164,0.00209314537
12,"gpt-5-mini","DW1","Government Operations",-0.06207420379,-6.35428235317,-0.08122085121,-0.04292755637
12,"gpt-5-mini","DW1","Public Lands & Water Management",-0.02657995492,-2.37686787894,-0.04849777157,-0.00466213828
1,"gpt-5-nano","DW1","Health",-0.09697820798,-7.02326543012,-0.12404165828,-0.06991475768
1,"gpt-5-nano","DW1","Banking, Finance & Domestic Commerce",-0.03129853126,-2.54544206495,-0.05539807564,-0.00719898687
1,"gpt-5-nano","DW1","Defense",-0.02127567004,-1.42816423911,-0.05047367533,0.00792233526
1,"gpt-5-nano","DW1","Government Operations",-0.02064868702,-1.7002689022,-0.04445120605,0.003153832
1,"gpt-5-nano","DW1","Public Lands & Water Management",-0.02800977547,-2.511052708,-0.04987237953,-0.00614717141
2,"gpt-5-nano","DW1","Health",-0.09891496059,-7.10926740655,-0.12618496595,-0.07164495523
2,"gpt-5-nano","DW1","Banking, Finance & Domestic Commerce",-0.04000858321,-3.26742631234,-0.06400771118,-0.01600945525
2,"gpt-5-nano","DW1","Defense",-0.01393420035,-0.9168701391,-0.04372089498,0.01585249427
2,"gpt-5-nano","DW1","Government Operations",-0.02911513583,-2.4455051388,-0.05244962683,-0.00578064484
2,"gpt-5-nano","DW1","Public Lands & Water Management",-0.02405873321,-2.1313620955,-0.04618273114,-0.00193473527
3,"gpt-5-nano","DW1","Health",-0.09579892478,-6.86356861871,-0.12315531222,-0.06844253735
3,"gpt-5-nano","DW1","Banking, Finance & Domestic Commerce",-0.04403980933,-3.60043460458,-0.06801370405,-0.02006591461
3,"gpt-5-nano","DW1","Defense",-0.0255055787,-1.62657131398,-0.05623894726,0.00522778985
3,"gpt-5-nano","DW1","Government Operations",-0.02425786343,-2.04685828386,-0.04748591934,-0.00102980752
3,"gpt-5-nano","DW1","Public Lands & Water Management",-0.02592011809,-2.30573526001,-0.04795321911,-0.00388701706
4,"gpt-5-nano","DW1","Health",-0.09798444608,-7.03165047479,-0.12529609731,-0.07067279485
4,"gpt-5-nano","DW1","Banking, Finance & Domestic Commerce",-0.04280736477,-3.49144953185,-0.06683775457,-0.01877697497
4,"gpt-5-nano","DW1","Defense",-0.01848575696,-1.20145471378,-0.04864204787,0.01167053395
4,"gpt-5-nano","DW1","Government Operations",-0.01812598546,-1.52358241387,-0.04144358113,0.0051916102
4,"gpt-5-nano","DW1","Public Lands & Water Management",-0.02741240223,-2.45606789331,-0.04928774258,-0.00553706187
5,"gpt-5-nano","DW1","Health",-0.09830329763,-7.01774889709,-0.12575810198,-0.07084849329
5,"gpt-5-nano","DW1","Banking, Finance & Domestic Commerce",-0.03544023058,-2.88414260753,-0.05952419069,-0.01135627046
5,"gpt-5-nano","DW1","Defense",-0.02916162746,-1.88862139212,-0.05942483415,0.00110157923
5,"gpt-5-nano","DW1","Government Operations",-0.02988212409,-2.55614655086,-0.05279469418,-0.006969554
5,"gpt-5-nano","DW1","Public Lands & Water Management",-0.02376746975,-2.12549220049,-0.04568398618,-0.00185095333
6,"gpt-5-nano","DW1","Health",-0.0954522321,-6.82700804616,-0.12285558887,-0.06804887533
6,"gpt-5-nano","DW1","Banking, Finance & Domestic Commerce",-0.04098477944,-3.31269639667,-0.0652335128,-0.01673604608
6,"gpt-5-nano","DW1","Defense",-0.01854493249,-1.21804766279,-0.0483856365,0.01129577152
6,"gpt-5-nano","DW1","Government Operations",-0.02439889562,-2.08973052687,-0.04728268664,-0.00151510459
6,"gpt-5-nano","DW1","Public Lands & Water Management",-0.02509810617,-2.20956526996,-0.04736103039,-0.00283518195
7,"gpt-5-nano","DW1","Health",-0.09789555037,-7.0398981983,-0.12515045485,-0.07064064588
7,"gpt-5-nano","DW1","Banking, Finance & Domestic Commerce",-0.03768592088,-3.12678738355,-0.06130858485,-0.01406325692
7,"gpt-5-nano","DW1","Defense",-0.01286480851,-0.85329509441,-0.04241444673,0.01668482972
7,"gpt-5-nano","DW1","Government Operations",-0.02969230219,-2.48925666147,-0.05307110591,-0.00631349846
7,"gpt-5-nano","DW1","Public Lands & Water Management",-0.02714046447,-2.41593028616,-0.0491586217,-0.00512230725
8,"gpt-5-nano","DW1","Health",-0.10072980049,-7.22755009747,-0.12804566527,-0.07341393572
8,"gpt-5-nano","DW1","Banking, Finance & Domestic Commerce",-0.03775730897,-3.07961809583,-0.06178722548,-0.01372739246
8,"gpt-5-nano","DW1","Defense",-0.0152608476,-1.02449237771,-0.0444564886,0.0139347934
8,"gpt-5-nano","DW1","Government Operations",-0.02783753853,-2.31322024979,-0.0514239536,-0.00425112347
8,"gpt-5-nano","DW1","Public Lands & Water Management",-0.02303533466,-2.04189052222,-0.04514642525,-0.00092424407
9,"gpt-5-nano","DW1","Health",-0.09887098034,-7.11809505647,-0.12609505632,-0.07164690437
9,"gpt-5-nano","DW1","Banking, Finance & Domestic Commerce",-0.03823403877,-3.15168005156,-0.06201098876,-0.01445708878
9,"gpt-5-nano","DW1","Defense",-0.01301017957,-0.84737260654,-0.04310258897,0.01708222983
9,"gpt-5-nano","DW1","Government Operations",-0.02557431708,-2.17491775489,-0.04862104623,-0.00252758794
9,"gpt-5-nano","DW1","Public Lands & Water Management",-0.02216680431,-1.94936499329,-0.04445413288,0.00012052426
10,"gpt-5-nano","DW1","Health",-0.09839605276,-7.19052455324,-0.12521644927,-0.07157565625
10,"gpt-5-nano","DW1","Banking, Finance & Domestic Commerce",-0.04364915886,-3.22781543344,-0.07015339403,-0.01714492369
10,"gpt-5-nano","DW1","Defense",-0.02123840199,-1.43570178516,-0.0502322386,0.00775543463
10,"gpt-5-nano","DW1","Government Operations",-0.04020965983,-4.13073808542,-0.05928844998,-0.02113086968
10,"gpt-5-nano","DW1","Public Lands & Water Management",-0.02233811963,-1.85518411482,-0.04593788506,0.00126164581
11,"gpt-5-nano","DW1","Health",-0.09892424824,-7.3081111286,-0.12545476486,-0.07239373162
11,"gpt-5-nano","DW1","Banking, Finance & Domestic Commerce",-0.03744415214,-2.94599180554,-0.0623556911,-0.01253261318
11,"gpt-5-nano","DW1","Defense",-0.01150935938,-0.73883467764,-0.04204112859,0.01902240984
11,"gpt-5-nano","DW1","Government Operations",-0.03652014387,-3.66110849659,-0.05607109866,-0.01696918908
11,"gpt-5-nano","DW1","Public Lands & Water Management",-0.01733167001,-1.43970768433,-0.0409263548,0.00626301479
12,"gpt-5-nano","DW1","Health",-0.09730616262,-7.03324034131,-0.12442262174,-0.0701897035
12,"gpt-5-nano","DW1","Banking, Finance & Domestic Commerce",-0.04885734942,-4.1040618921,-0.07219000076,-0.02552469807
12,"gpt-5-nano","DW1","Defense",-0.01225773647,-0.94810939173,-0.03759734625,0.01308187331
12,"gpt-5-nano","DW1","Government Operations",-0.04157867706,-4.41834445869,-0.06002285006,-0.02313450406
12,"gpt-5-nano","DW1","Public Lands & Water Management",-0.02599016636,-2.17381914196,-0.04942348197,-0.00255685076
