"","headline","headline.type","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3"
"16486","Rigel Pharmaceuticals Q1 EPS $(0.11) Beats $(0.13) Estimate, Sales $12.624M Beat $11.37M Estimate","positive",0.8,0.9,30608,"RIGEL PHARMACEUTICALS INC",7,"the news is positive because rigel pharmaceuticals reported better-than-expected earnings per share (eps) and sales, both of which exceeded analyst estimates.",162,64,2,"2019-05-07",88810,-2.52101588994265,-3.01723852753639,-6.46551123786004,-6.89654519486269,3.47826816141605,5.30974019267205,7.69231120048468
"16487","RingCentral Analysts Bullish On Company's Cloud Opportunity","positive",0.8,0.9,30616,"RINGCENTRAL INC",7,"the news is positive because analysts are bullish on ringcentral's cloud opportunity, indicating optimism about the company's future growth and potential.",129,60,2,"2019-05-07",14136,-2.40376349538565,-0.0846368784550577,0.0338559568654917,3.65636892223105,1.33935920894146,4.8229280711424,5.38869547516858
"16488","Raymond James Maintains Strong Buy on Ringcentral, Inc. Class A Common Stock, Raises Price Target to $140","positive",0.8,0.9,30624,"RINGCENTRAL INC",7,"the news is positive because raymond james has maintained a 'strong buy' rating and raised the price target for ringcentral, inc., indicating confidence in the company's future performance.",144,69,2,"2019-05-07",14136,-2.40376349538565,-0.0846368784550577,0.0338559568654917,3.65636892223105,1.33935920894146,4.8229280711424,5.38869547516858
"16489","Retractable Technologies Reports Settlement Of All Existing Litigation, No Terms Disclosed","positive",0.7,0.8,30648,"RETRACTABLE TECHNOLOGIES INC",7,"the news is positive because the settlement of all existing litigation removes legal uncertainties and potential liabilities for retractable technologies inc., which is generally favorable for the company's outlook.",140,67,2,"2019-05-07",88994,6.58209845423698,-1.18813589215279,-10.5640670831467,-11.4625951268459,-3.1586054712534,-3.61204148262544,0.166831535767109
"16490","ReWalk Robotics Q1 EPS $(1.25) Up From $(5.26) YoY, Sales $1.58M Inline","positive",0.6,0.8,30656,"REWALK ROBOTICS LTD",7,"the news is positive because the company's eps improved significantly from $(5.26) to $(1.25) year-over-year, indicating better financial performance.",152,66,2,"2019-05-07",14936,-2.42588017135858,-6.629828363657,-24.033146914986,-18.7845268585651,-1.32978595793247,3.55160345577588e-10,-4.13436293567942
"16491","Benchmark Reiterates Buy on Sinclair Broadcast Group, Inc. - Class A Common Stock, Raises Price Target to $90","positive",0.8,0.9,30672,"SINCLAIR INC",7,"the news is positive because benchmark has reiterated a 'buy' rating and raised the price target for sinclair broadcast group, indicating confidence in the company's future performance.",142,66,2,"2019-05-07",81740,0.710979336872697,0.0328360823914408,-6.56706601618061,-7.09243074448229,34.5494955778122,38.3348526327133,33.2452085442224
"16492","Evercore ISI Group Upgrades Sinclair Broadcast Group, Inc. - Class A Common Stock to Outperform","positive",0.8,0.9,30688,"SINCLAIR INC",7,"the upgrade to 'outperform' by evercore isi group suggests a positive outlook on sinclair broadcast group's stock performance.",139,60,2,"2019-05-07",81740,0.710979336872697,0.0328360823914408,-6.56706601618061,-7.09243074448229,34.5494955778122,38.3348526327133,33.2452085442224
"16493","Skywest Airlines Reports 118,963 Block Hours In April 2019, +6.2% YoY","positive",0.8,0.9,30696,"SKYWEST INC",7,"the news is positive because it reports a 6.2% year-over-year increase in block hours for skywest airlines, indicating growth and potentially improved operational performance.",141,68,2,"2019-05-07",10421,-1.65718998759985,-1.23905502259731,-2.54418841946402,-0.214765032528264,-0.372288026846945,2.3275107499761,2.36154695585895
"16494","Sotherly Hotels Reaffirms FY19 Guidance; Sees Adj. FFO $1.02-$1.08, Sales $184.25M-$187.05M vs $185.9M Est.","neutral",0.2,0.8,30704,"SOTHERLY HOTELS INC",7,"the news reaffirms the company's fy19 guidance, which is close to the market estimate, indicating stability but not significant positive or negative change.",166,64,1,"2019-05-07",90506,-1.25697869807482,-0.424331100657582,0.565770344894911,0.141439189211967,0.139856664463878,1.3489563190469,1.27297979628529
"16495","Sotherly Hotels Q1 FFO $0.31, Same YoY, Sales $47.39M Beat $45.5M Estimate","positive",0.7,0.8,30712,"SOTHERLY HOTELS INC",7,"the news is positive because sotherly hotels reported sales that beat the estimate, indicating better-than-expected performance.",152,58,2,"2019-05-07",90506,-1.25697869807482,-0.424331100657582,0.565770344894911,0.141439189211967,0.139856664463878,1.3489563190469,1.27297979628529
"16496","Stoneridge Reports $50M Accelerated Buyback","positive",0.8,0.9,30720,"STONERIDGE INC",7,"an accelerated buyback typically indicates that the company believes its stock is undervalued and is confident in its financial health, which is generally viewed positively by investors.",131,67,2,"2019-05-07",85440,-3.3268116414547,-1.99055392295122,-6.44399425751421,-6.68016052923276,-2.57387831807137,-0.13029625821882,-2.07601305498354
"16497","Starwood Property's Q1 Earnings Preview","neutral",0.1,0.8,30728,"STARWOOD PROPERTY TRUST INC",7,"the headline is neutral as it simply states that there is a preview of starwood property's q1 earnings without indicating whether the earnings are expected to be positive or negative.",128,69,1,"2019-05-07",92999,-0.303686317056418,-2.48041655868292,-1.52306524291157,-1.39251394330767,0,0,0.130316149443388
"16498","Supernus Pharmaceuticals Q1 EPS $0.34 Misses $0.47 Estimate, Sales $85.474M Miss $103.87M Estimate","negative",0.8,0.9,30736,"SUPERNUS PHARMACEUTICALS INC",7,"the news is negative because supernus pharmaceuticals missed both earnings per share (eps) and sales estimates, which are key financial metrics.",161,61,0,"2019-05-07",13410,-3.59937697649002,-3.51731404662132,-9.6861422546125,-8.36039042832699,1.48226944729686,3.789933810964,4.98356966956903
"16499","Southwest Gas Q1 EPS $1.77 Beats $1.55 Estimate, Sales $833.539M Up From $754.33M YoY","positive",0.8,0.9,30744,"SOUTHWEST GAS HOLDINGS INC",7,"the news is positive because southwest gas holdings inc. reported higher-than-expected earnings per share (eps) and an increase in sales compared to the previous year.",154,67,2,"2019-05-07",61188,-1.74762513488531,-0.515208765864372,3.20780157306095,4.35606444487158,-0.753585249185562,1.01047217858705,0.740651538725645
"16500","Buckingham Research Maintains Buy on Sysco Corporation Common Stock, Raises Price Target to $84","positive",0.8,0.9,30752,"SYSCO CORP",7,"the news is positive because buckingham research maintained a 'buy' rating and raised the price target for sysco corporation, indicating confidence in the company's future performance.",137,66,2,"2019-05-07",52038,-0.0685338221956044,0.109741883352399,1.00136579570904,3.55280692655713,3.44583168625832,2.99307519331227,4.25896204853311
"16501","Morgan Stanley Maintains Equal-Weight on Sysco Corporation Common Stock, Raises Price Target to $72","neutral",0.5,0.8,30760,"SYSCO CORP",7,"the news is neutral because while morgan stanley maintained an equal-weight rating, which is neither a strong buy nor sell signal, they did raise the price target, indicating some positive outlook.",138,71,1,"2019-05-07",52038,-0.0685338221956044,0.109741883352399,1.00136579570904,3.55280692655713,3.44583168625832,2.99307519331227,4.25896204853311
"16502","Transact Technologies Q1 EPS $0.1 Beats $0.05 Estimate, Sales $11.55M Miss $12.19M Estimate, Adj. EBITDA $1.3M vs $1.2M In Same Qtr. Last Year","neutral",0.5,0.7,30768,"TRANSACT TECHNOLOGIES INC",7,"the news is mixed as transact technologies beat the eps estimate but missed the sales estimate, and the adjusted ebitda showed a slight improvement compared to the same quarter last year.",176,69,1,"2019-05-07",83910,-1.07991769909859,3.71179208159447,-1.7467232994584,-2.95644616400405,-1.4893552288413,-1.06836995949955,-0.430107054842765
"16503","TG Therapeutics Reports Long-Term Follow-Up Data From Phase 2 Trial Of Ublituximab In Patients Multiple Sclerosis at the American Academy of Neurology Annual Meeting","positive",0.7,0.8,30792,"T G THERAPEUTICS INC",7,"the news reports long-term follow-up data from a phase 2 trial, which suggests progress and ongoing research in their treatment for multiple sclerosis, generally seen as a positive development for the company.",161,73,2,"2019-05-07",82670,-5.68047389388084,2.63488739728928,-14.42910498104,-12.1706377489697,3.80834713578224,7.78060767675661,8.47239857140871
"16504","Team Q1 EPS $(0.66) Misses $(0.3) Estimate, Sales $269.599M Miss $298.37M Estimate","negative",0.8,0.9,30800,"TEAM INC",7,"the news is negative because team inc. reported both earnings per share (eps) and sales figures that missed the estimates, indicating worse-than-expected financial performance.",145,67,0,"2019-05-07",65752,-2.04319022595882,-4.94636967778206,-6.19785970406635,-9.29678395399903,0.528158666566014,-0.695657096660873,-0.116620786462362
"16505","Targa Resources Q1 Met Income $(38.9M) vs $22.9M YoY","negative",0.8,0.9,30808,"TARGA RESOURCES CORP",7,"the news indicates that targa resources corp reported a net income loss of $38.9 million in q1 compared to a net income gain of $22.9 million year-over-year, which is a significant negative financial performance.",145,81,0,"2019-05-07",12476,2.12765578180551,-3.33333499729633,1.07843712459854,3.35784036187572,0.200656708329916,1.55058619190571,0.200656759314222
"16506","TripAdvisor Q1 Adj. EPS $0.36 Beats $0.31 Estimate, Sales $376M Miss $387.33M Estimate","neutral",0.5,0.7,30816,"TRIPADVISOR INC",7,"the news is mixed as tripadvisor's q1 adjusted eps beat estimates, which is positive, but its sales missed estimates, which is negative.",151,64,1,"2019-05-07",13168,-2.27677430957556,-11.412451416254,-14.4521276759406,-16.7455358392902,2.06971559673548,7.20824316775126,7.61868193177535
"16507","TripAdvisor Option Alert: May 17 $55 Calls Sweep (3) near the Ask: 500 @ $3.601 vs 10732 OI; Earnings 5/7 After Close Ref=$56.265","neutral",0.3,0.7,30824,"TRIPADVISOR INC",7,"the news is about an options trade, which indicates some investor activity but does not provide clear information on the company's performance or outlook.",167,61,1,"2019-05-07",13168,-2.27677430957556,-11.412451416254,-14.4521276759406,-16.7455358392902,2.06971559673548,7.20824316775126,7.61868193177535
"16508","TPG Specialty Lending Filing Shows Registration For $750M Mixed Securities Offering","neutral",0.5,0.7,30832,"SIXTH ST SPECIALTY LENDING INC",7,"the news about tpg specialty lending filing for a $750m mixed securities offering is neutral as it does not provide enough information to determine a positive or negative impact on sixth st specialty lending inc.",140,77,1,"2019-05-07",14520,-0.296880095265806,-1.14143695682287,-1.68734571238751,-2.03473875433742,0.248012086376548,-0.148224757961002,0.297764092910424
"16509","Goldman Sachs Initiates Coverage On Taiwan Semiconductor Manufacturing Company Ltd. with Buy Rating","positive",0.8,0.9,30840,"TAIWAN SEMICONDUCTOR MFG CO LTD",7,"goldman sachs initiating coverage with a buy rating is generally seen as a positive endorsement for the company's stock.",148,56,2,"2019-05-07",85442,0,-0.13710594503209,-4.09048723672908,-10.1919545004296,-2.12480612099171,-1.44144866513588,-0.136926925381597
"16510","Tyson Foods Remains BMO's 'Top Pick' After Q2 Print","positive",0.8,0.9,30848,"TYSON FOODS INC",7,"the news is positive because being named a 'top pick' by bmo after the q2 print suggests strong performance and confidence in tyson foods inc.'s future prospects.",136,69,2,"2019-05-07",77730,-0.259577645920217,0.832790415734053,6.1418364491614,4.89265086212012,2.61021014302969,2.56922287233476,3.00802126548114
"16511","Townsquare Media Q1 EPS $0.09 Misses $0.13 Estimate, Sales $93.682M Beat $92.83M Estimate","neutral",0.5,0.7,30856,"TOWNSQUARE MEDIA INC",7,"the news is mixed as townsquare media missed the eps estimate but beat the sales estimate.",154,53,1,"2019-05-07",14778,0.689654471352696,3.76711972057819,3.59589124380919,-3.42466210761402,7.40740895271301,3.75670880621783,8.2089557893148
"16512","TeleTech Holdings Q1 Adj. EPS $0.51 Beats $0.33 Estimate, Sales $394.356M Beat $384.03M Estimate","positive",0.8,0.9,30872,"T T E C HOLDINGS INC",7,"the news is positive because ttec holdings inc. reported earnings and sales that exceeded analysts' estimates.",156,55,2,"2019-05-07",83916,-0.690417038276792,6.36818930506706,3.17018698641536,7.50834442879591,-0.603901222348213,0.0552651676169801,0.555403430581225
"16513","2U shares are trading lower after the company issued Q2 EPS and sales guidance below analyst estimates","negative",0.8,0.9,30888,"2 U INC",7,"the news is negative because 2u shares are trading lower after the company issued q2 eps and sales guidance below analyst estimates.",137,61,0,"2019-05-07",14554,-3.94293814897537,-25.2961784601212,-34.2399471522996,-32.6047068668652,-0.128064397722483,3.07285741829462,4.91003549044438
"16514","2U Guides 2Q Revenue Of $124.3M-$125M Vs. $128.84M Estimate; Guides Q2 Adj. EPS Of $(0.36)-$(0.35) Vs. $(0.34) Estimate; Guides FY19 Revenues Of $534M-$537M Vs. $547.71M Estimate; Guides FY19 Adj. EPS Of $(0.34)-$(0.31) Vs. $(0.34) Estimate","negative",0.8,0.9,30896,"2 U INC",7,"the news is negative because 2u inc.'s revenue and adjusted eps guidance for both q2 and fy19 are below the estimates, indicating lower-than-expected financial performance.",215,71,0,"2019-05-07",14554,-3.94293814897537,-25.2961784601212,-34.2399471522996,-32.6047068668652,-0.128064397722483,3.07285741829462,4.91003549044438
"16515","2U Q1 EPS $(0.15) Beats $(0.18) Estimate, Sales $122.2M Beat $121.77M Estimate","positive",0.6,0.8,30904,"2 U INC",7,"the news is positive because 2u inc. reported better-than-expected earnings per share (eps) and sales, both of which exceeded analyst estimates.",149,66,2,"2019-05-07",14554,-3.94293814897537,-25.2961784601212,-34.2399471522996,-32.6047068668652,-0.128064397722483,3.07285741829462,4.91003549044438
"16516","TherapeuticsMD shares are trading lower after the company reported worse-than-expected Q1 sales results.","negative",0.8,0.9,30912,"THERAPEUTICSMD INC",7,"the news is negative because the company's shares are trading lower after reporting worse-than-expected q1 sales results.",144,57,0,"2019-05-07",13863,-16.4835214614868,-2.89473403245211,-12.8947373196642,-14.210525619748,4.35779951512814,6.06061162519427,7.31133124361789
"16517","Longbow Turns Hungry For Texas Roadhouse's Stock","positive",0.7,0.8,30928,"TEXAS ROADHOUSE INC",7,"the phrase 'longbow turns hungry' suggests increased interest or optimism from longbow, which is likely positive for texas roadhouse's stock.",130,63,2,"2019-05-07",90427,0.783100165426731,-1.66245382279158,-1.12034498952396,1.35525867727817,0.347219710238278,3.35027062215447,4.83008547486239
"16518","Longbow Research Upgrades Texas Roadhouse, Inc. - Common Stock to Buy","positive",0.8,0.9,30936,"TEXAS ROADHOUSE INC",7,"the news is positive because an upgrade to 'buy' from longbow research indicates confidence in the future performance of texas roadhouse, inc.'s stock.",136,66,2,"2019-05-07",90427,0.783100165426731,-1.66245382279158,-1.12034498952396,1.35525867727817,0.347219710238278,3.35027062215447,4.83008547486239
"16519","United Insurance Holdings Corp. - Common Stock Q1 EPS $0.07 May Not Compare To $0.31 Estimate, Sales $180.722M May Not Compare To $186.03M Estimate","negative",0.6,0.8,30944,"UNITED INSURANCE HOLDINGS CORP",7,"the news is negative because both the eps and sales figures for united insurance holdings corp. fell short of the estimates.",165,58,0,"2019-05-07",13712,-0.380713306367397,-5.47770485281944,-6.8731139892977,-13.0133481849221,2.40415781736374,3.34426385104769,0.574346999370268
"16520","United Therapeutics And DEKA Announce FDA Clearance Of The Unity Subcutaneous Delivery System For Remodulin","positive",0.8,0.9,30960,"UNITED THERAPEUTICS CORP",7,"the fda clearance of the unity subcutaneous delivery system for remodulin is a significant regulatory approval that likely enhances united therapeutics corp's product offerings and market position.",147,68,2,"2019-05-07",87006,-1.14268828183413,-3.79937551915646,-9.03608191756678,-10.7950526797502,2.02757511287928,-0.602469603377997,1.34944245057949
"16521","Energy Fuels Files For $24.5M Common Stock Offering","neutral",0.5,0.7,30968,"ENERGY FUELS INC",7,"the news about energy fuels filing for a $24.5m common stock offering is neutral as it indicates a financial move that could have both positive and negative implications depending on the context and investor perception.",131,76,1,"2019-05-07",14336,-0.682593183591962,-3.780073300004,-10.996569165583,-5.49828480804645,-2.00668703764677,0.687284502855423,-1.01351264546589
"16522","Marriott Vacations Reaffirms FY19 Adj. EPS $7.33-$7.94 vs $7.72 Estimate, Contract Sales $1.53B-$1.6B","neutral",0.2,0.8,30976,"MARRIOTT VACATIONS WORLDWIDE COR",7,"the news reaffirms the company's fy19 adjusted eps and contract sales, which aligns closely with estimates, indicating stability but not significant positive or negative change.",169,66,1,"2019-05-07",13085,-5.51151037216187,2.00758539140225,-2.93647862075973,-3.3759536218545,-1.20279807597399,1.07793312150484,0.103921232202819
"16523","Marriott Vacations Q1 Adj. EPS $1.45 Misses $1.64 Estimate, Sales $1.06B Miss $1.08B Estimate","negative",0.7,0.9,30984,"MARRIOTT VACATIONS WORLDWIDE COR",7,"the news is negative because marriott vacations worldwide corporation missed both its earnings per share (eps) and sales estimates for q1.",164,61,0,"2019-05-07",13085,-5.51151037216187,2.00758539140225,-2.93647862075973,-3.3759536218545,-1.20279807597399,1.07793312150484,0.103921232202819
"16524","Vericel Q1 EPS $(0.07) Misses $(0.06) Estimate, Sales $21.81M Miss $22.88M Estimate","negative",0.8,0.9,30992,"VERICEL CORP",7,"the news is negative because vericel corp missed both its earnings per share (eps) and sales estimates.",153,57,0,"2019-05-07",84511,-5.97826316952705,3.69942970573902,-2.60114936471938,-8.7861244697627,4.24929186701775,9.65434370445726,10.7099800930225
"16525","Veeco Instruments shares are trading higher after the company reported better-than-expected Q1 EPS and sales.","positive",0.8,0.9,31000,"VEECO INSTRUMENTS INC DEL",7,"the news is positive because veeco instruments shares are trading higher after the company reported better-than-expected q1 eps and sales.",148,61,2,"2019-05-07",81116,11.0254384577274,-0.06943941116333,-9.16666487141159,-18.5416675615601,0.855370238423347,5.27597870122896,7.63485509717625
"16526","Benchmark Upgrades Veeco Instruments Inc. - Common Stock to Buy","positive",0.8,0.9,31008,"VEECO INSTRUMENTS INC DEL",7,"the news is positive because an upgrade to 'buy' from a reputable firm like benchmark typically indicates confidence in the company's future performance and can lead to increased investor interest.",141,68,2,"2019-05-07",81116,11.0254384577274,-0.06943941116333,-9.16666487141159,-18.5416675615601,0.855370238423347,5.27597870122896,7.63485509717625
"16527","Vector Group Q1 EPS $0.08 Misses $0.15 Estimate, Sales $420.924M Miss $437M Estimate","negative",0.8,0.9,31016,"VECTOR GROUP LTD",7,"the news is negative because vector group's q1 eps and sales both missed the estimates.",144,53,0,"2019-05-07",75233,-2.34933141618967,-1.15063395351171,-0.627619460094442,0.941414226227599,1.45078077912331,2.51308648920414,2.19206714284086
"16528","Vishay Precision Group Sees Q2 Sales $70M-76M vs $76.64M Est","negative",0.6,0.8,31032,"VISHAY PRECISION GROUP INC",7,"the news is negative because the projected q2 sales range of $70m-76m is below the estimated $76.64m, indicating potential underperformance.",147,68,0,"2019-05-07",93426,6.6753625869751,-3.51991839706898,-1.58885726548207,-3.91102044113973,-0.234131515026093,2.37586605470048,2.87017096234656
"16529","Compass Point Initiates Coverage On Webster Financial Corporation Common Stock with Buy Rating","positive",0.8,0.9,31048,"WEBSTER FINANCIAL CORP",7,"the initiation of coverage with a buy rating by compass point suggests a positive outlook on webster financial corporation's stock, indicating confidence in its future performance.",138,64,2,"2019-05-07",10932,-1.88891366124153,-1.50591107085347,-4.91802918854174,-5.0133383925793,-0.223920377902687,1.50575812868279,2.94114971830555
"16530","Q1 Earnings Outlook For Wendy's","neutral",0.3,0.7,31056,"WENDYS CO",7,"the headline 'q1 earnings outlook for wendy's' is neutral as it simply indicates an upcoming earnings report without providing any positive or negative information about the company's performance.",125,72,1,"2019-05-07",19828,-0.645512854680419,3.95236313343048,0.162429276857523,2.70709267863882,0.868148915469646,0.922910292346302,-0.161120739956988
"16531","Western Asset Mortgage Q1 EPS $0.32, Inline","neutral",0.1,0.8,31072,"WESTERN ASSET MORTGAGE CAP CORP",7,"the news is neutral because the q1 eps of $0.32 is in line with expectations, indicating no significant positive or negative surprise.",144,63,1,"2019-05-07",13401,-0.849859789013863,0.28571174480021,0.571432577146203,-5.2380971691574,0.569804571568966,1.24283093025932,0.95329252119638
"16532","The Western Union shares are trading lower after the company reported worse-than-expected Q1 EPS and sales.","negative",0.8,0.9,31080,"WESTERN UNION CO",7,"the news is negative because western union shares are trading lower after the company reported worse-than-expected q1 eps and sales.",138,60,0,"2019-05-07",91461,-0.104050734080374,0,0.624994474044893,1.09374531636228,-0.414507370442152,-0.259476584454477,-0.517600290002895
"16533","Western Union Cuts FY19 GAAP Sales Guidance From Down In Low Single Digit Range To Down In Mid Single Digit Range","negative",0.8,0.9,31088,"WESTERN UNION CO",7,"the news indicates that western union has lowered its sales guidance for fy19, which is generally perceived as a negative indicator for the company's financial performance.",141,64,0,"2019-05-07",91461,-0.104050734080374,0,0.624994474044893,1.09374531636228,-0.414507370442152,-0.259476584454477,-0.517600290002895
"16534","Western Union Q1 EPS $0.39 Misses $0.43 Estimate, Sales $1.337B Miss $1.36B Estimate","negative",0.8,0.9,31096,"WESTERN UNION CO",7,"the news is negative because western union's q1 eps and sales both missed the estimates.",148,53,0,"2019-05-07",91461,-0.104050734080374,0,0.624994474044893,1.09374531636228,-0.414507370442152,-0.259476584454477,-0.517600290002895
"16535","Xenon Pharmaceuticals Announces Advancements In Neurology-Focused Pipeline And Anticipates Multiple Products In Phase 2 Or Later Stage Development This Year","positive",0.8,0.9,31104,"XENON PHARMACEUTICALS INC",7,"the news is positive because it highlights advancements in xenon pharmaceuticals' neurology-focused pipeline and the anticipation of multiple products reaching phase 2 or later stage development, indicating progress and potential future success.",159,74,2,"2019-05-07",15089,-2.46406346559524,-2.21052672713995,-5.36842351081115,3.68421468208568,4.05983030796051,9.9322813192809,12.2119746593355
"16536","Xenon Pharmaceuticals Q1 EPS $(0.42) Misses $(0.36) Estimate","negative",0.8,0.9,31112,"XENON PHARMACEUTICALS INC",7,"the news is negative because xenon pharmaceuticals' q1 eps of $(0.42) missed the estimate of $(0.36), indicating worse-than-expected financial performance.",150,70,0,"2019-05-07",15089,-2.46406346559524,-2.21052672713995,-5.36842351081115,3.68421468208568,4.05983030796051,9.9322813192809,12.2119746593355
"16537","UPDATE: Iraq's Mahdi Says Deal With ExxonMobil, PetroChina ~$53B, Will Last For 30 Years","positive",0.8,0.9,31120,"EXXON MOBIL CORP",7,"the news about a $53 billion deal with iraq and petrochina that will last for 30 years is positive for exxonmobil as it indicates a significant long-term investment and potential revenue stream.",148,73,2,"2019-05-07",11850,-0.531564932316542,0.156406557653099,-0.0632513018810732,0.516783186885883,-0.438884692266583,-0.207017305405621,-1.95754537205025
"16538","Iraq's Mahdi Says Nation Close To Signing A Deal With ExxonMobil, PetroChina For Energy Megaproject In South Iraq","positive",0.8,0.9,31128,"EXXON MOBIL CORP",7,"the news indicates that exxonmobil is close to signing a significant energy deal in south iraq, which is likely to be beneficial for the company's business and growth prospects.",150,67,2,"2019-05-07",11850,-0.531564932316542,0.156406557653099,-0.0632513018810732,0.516783186885883,-0.438884692266583,-0.207017305405621,-1.95754537205025
"16539","Krug, Waggoner And Yeager Talk Mergers And Acquisitions","neutral",0.3,0.7,31136,"X P O INC",7,"the headline simply states that individuals are discussing mergers and acquisitions without indicating any specific positive or negative outcomes for x p o inc.",135,60,1,"2019-05-07",90175,-4.53574359416962,0.271959672681987,-7.53479329884574,-7.4068108818661,1.59814804792404,2.15289372531904,-2.45790868632972
"16540","Redbook Reports US Retail Sales During First 4 Weeks Of Apr. Up 1.3% Month Over Month, Up 5.6% Year Over Year","neutral",0.3,0.7,31144,"SPDR SERIES TRUST",7,"the news about us retail sales does not directly mention or relate to spdr series trust, making it neutral in its impact on the trust.",151,63,1,"2019-05-07",91316,-1.73626579344273,0.223668734543025,-3.71281571921579,-3.69044460219465,-0.741710606962442,0.220261006347666,0.931672957517593
"16541","US Retail Economist/Goldman Sachs Chain Store Sales Down 1.3% For May 4 Week, Up 2.6% YoY","neutral",0.3,0.7,31152,"SPDR SERIES TRUST",7,"the news about us retail sales being down for the week but up year-over-year does not directly relate to spdr series trust, making it neutral.",148,65,1,"2019-05-07",91316,-1.73626579344273,0.223668734543025,-3.71281571921579,-3.69044460219465,-0.741710606962442,0.220261006347666,0.931672957517593
"16542","ADM Creates New Business Unit Combining Origination And Oilseed Business","positive",0.7,0.8,31168,"ARCHER DANIELS MIDLAND CO",7,"the creation of a new business unit combining origination and oilseed business suggests strategic consolidation and potential operational efficiencies, which is generally viewed positively by investors and stakeholders.",138,67,2,"2019-05-29",10516,-0.103683036286384,-0.207581301219761,1.89413484267829,5.65646159374313,-1.48109812289476,-1.60672602492551,-3.35670443659825
"16543","AGNC Investment Corp.CEO  Kain Buys 114,102 @ Avg Price: $17.72","positive",0.8,0.9,31176,"A G N C INVESTMENT CORP",7,"the ceo purchasing a significant amount of shares typically indicates confidence in the company's future performance, which is generally viewed positively by investors.",149,60,2,"2019-05-29",92680,-0.177834532223642,-0.950116943567991,0.908563977148002,0.428903982363726,-1.05570908635855,-0.93951752917506,-1.05570909464232
"16544","Goldman Sachs Upgrades Allstate to Buy, Raises Price Target to $110 Price Target","positive",0.8,0.9,31184,"ALLSTATE CORP",7,"the news is positive because goldman sachs upgraded allstate to a 'buy' rating and raised the price target, indicating confidence in the company's future performance.",136,65,2,"2019-05-29",79323,1.19887161999941,0.166264188010246,3.75967536698822,5.0967563707867,-1.32822077721357,-0.927283799303813,-2.05994449275184
"16545","AMC Reports Crossed 20M AMC Stubs Households, Up 700% Over Last 3 Years","positive",0.8,0.9,31192,"A M C ENTERTAINMENT HOLDINGS INC",7,"the news is positive because it reports a significant increase in amc stubs households, indicating strong growth and customer engagement.",150,58,2,"2019-05-29",14328,-3.51999662816525,-0.414595287293196,-7.29684968383799,-9.71075506104952,-1.49723868817091,-3.47490205683308,-4.14110402809527
"16546","Abercrombie & Fitch shares are trading lower after the company issued weak Q2 net sales guidance and reported soft international comps, despite better-than-expected Q1 EPS and sales results.","negative",0.7,0.8,31200,"ABERCROMBIE & FITCH CO",7,"the news is negative because the company's shares are trading lower due to weak q2 net sales guidance and soft international comps, despite better-than-expected q1 eps and sales results.",165,71,0,"2019-05-29",83976,-26.4694154262543,-4.83958348631859,-10.8210974196091,-16.1322774394854,1.62535402923822,2.79490470446417,2.83717331284346
"16547","Abercrombie & Fitch Plummets 20% Following Q1 Earnings","negative",0.8,0.9,31208,"ABERCROMBIE & FITCH CO",7,"the news is negative because it reports a significant 20% drop in abercrombie & fitch's stock following their q1 earnings.",144,63,0,"2019-05-29",83976,-26.4694154262543,-4.83958348631859,-10.8210974196091,-16.1322774394854,1.62535402923822,2.79490470446417,2.83717331284346
"16548","Abercrombie & Fitch Sees Q2 Net Sales Flat To Up 2%, Comparable Sales Flat; Sees FY19 Net Sales Up 2%-4%, Comparable Sales Up Low-Single Digits","neutral",0.3,0.7,31216,"ABERCROMBIE & FITCH CO",7,"the news indicates that abercrombie & fitch expects flat to modest growth in net sales and comparable sales, which suggests stability but not significant positive or negative change.",170,68,1,"2019-05-29",83976,-26.4694154262543,-4.83958348631859,-10.8210974196091,-16.1322774394854,1.62535402923822,2.79490470446417,2.83717331284346
"16549","Abercrombie & Fitch Q1 EPS $(0.29) Beats $(0.44) Estimate, Sales $734M Beat $733.16M Estimate","positive",0.6,0.8,31224,"ABERCROMBIE & FITCH CO",7,"the news is positive because abercrombie & fitch's q1 eps and sales both beat the estimates, indicating better-than-expected financial performance.",161,65,2,"2019-05-29",83976,-26.4694154262543,-4.83958348631859,-10.8210974196091,-16.1322774394854,1.62535402923822,2.79490470446417,2.83717331284346
"16550","'J Capital is short A.O. Smith (AOS)' -Post From J Capital","negative",0.8,0.9,31240,"SMITH A O CORP",7,"the news indicates that j capital is shorting a.o. smith, which suggests they expect the stock price to decline, reflecting a negative outlook.",140,64,0,"2019-05-29",65402,-4.3205589056015,0,5.29254748936152,9.05559508413745,-2.22575422376394,-1.46486478751504,-2.11459830317683
"16551","Aptose shares are trading lower after the company proposed a common stock offering; no terms were disclosed.","negative",0.7,0.8,31248,"APTOSE BIOSCIENCES INC",7,"the news is negative because the company's shares are trading lower following the announcement of a common stock offering, which often signals potential dilution of existing shares and can lead to a decrease in share value.",144,73,0,"2019-05-29",77569,11.940298974514,-11.1111111938953,-17.777776838658,-4.44443981815001,-0.985220726579428,1.51515004137766,1.51515004137766
