"prompt","model","V","regression","coef_name","coef","se","t","lci","uci"
1,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","Other",-0.0760055519330999,0.00491425650774618,-15.4663379523016,-0.085637317699074,-0.0663737861671258
2,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","3",-0.091247552393273,0.0144800677086229,-6.3015970801666,-0.119627963595875,-0.0628671411906706
2,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","14",-0.0510673037918594,0.0130440582147847,-3.91498588483585,-0.0766331881050814,-0.0255014194786375
2,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","15",-0.016302633605902,0.0143509005048387,-1.13600074088767,-0.0444298817411035,0.0118246145292995
2,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","19",-0.0483146950682043,0.0102127880551955,-4.73080365587588,-0.0683313918381283,-0.0282979982982803
2,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","20",-0.0226460693163143,0.0115622551141244,-1.95862045014472,-0.0453076729200621,1.55342874335052e-05
2,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","Other",-0.0757108138988704,0.0050305617831497,-15.0501707686943,-0.0855705338158474,-0.0658510939818934
3,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","3",-0.0957929416342412,0.0144195172300132,-6.64328355146695,-0.124054676079522,-0.0675312071889606
3,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","14",-0.0471309324678125,0.0136064991391542,-3.46385444086703,-0.0737991807362299,-0.0204626841993951
3,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","15",-0.0230318682767049,0.0142547677494079,-1.61573086854829,-0.0509706996735275,0.0049069631201176
3,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","19",-0.0486768233158816,0.0102414891949862,-4.75290481580663,-0.0687497732861108,-0.0286038733456525
3,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","20",-0.0269553994031498,0.0115197479196023,-2.3399296227031,-0.0495336904365505,-0.0043771083697491
3,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","Other",-0.0738946386211571,0.005008993173984,-14.7523935558458,-0.0837120848409727,-0.0640771924013415
4,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","3",-0.0951944832904884,0.014308887354563,-6.6528221888707,-0.123239387164273,-0.0671495794167043
4,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","14",-0.0425467121467597,0.0129922417760782,-3.2747783546561,-0.0680110381063097,-0.0170823861872097
4,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","15",-0.0135091670736977,0.0143364328863586,-0.942296258824042,-0.0416080591977362,0.0145897250503408
4,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","19",-0.0488684190082511,0.0106384931889271,-4.59354705035814,-0.0697194825083228,-0.0280173555081794
4,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","20",-0.025249193336757,0.0113234145286389,-2.22982151478226,-0.0474426779949068,-0.00305570867860723
4,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","Other",-0.0758723162731585,0.00501121979971486,-15.1404886046858,-0.0856941265992137,-0.0660505059471034
5,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","3",-0.0970939793814433,0.014287594017802,-6.79568437208299,-0.125097149082065,-0.0690908096808215
5,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","14",-0.0446321885681451,0.0133599794763384,-3.34073780930518,-0.0708172671759627,-0.0184471099603275
5,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","15",-0.0160125631843698,0.0143569530605159,-1.11531765249043,-0.044151674110713,0.0121265477419734
5,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","19",-0.0523938511065055,0.010481431507395,-4.99873047584577,-0.0729370793674231,-0.031850622845588
5,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","20",-0.0241146496443057,0.0113835894702328,-2.11836957994345,-0.0464260750207515,-0.00180322426786002
5,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","Other",-0.0744185914804181,0.00500724548404239,-14.8621815562235,-0.084232612290892,-0.0646045706699442
6,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","3",-0.0954191911573472,0.0143814059315254,-6.63490006551997,-0.123606228830188,-0.0672321534845067
6,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","14",-0.0458798386823183,0.0135167603632618,-3.39429252641176,-0.07237220218197,-0.0193874751826666
6,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","15",-0.0126038558520638,0.0143652664188802,-0.877384065463528,-0.0407592606613917,0.0155515489572641
6,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","19",-0.0490860260822842,0.0105778241147791,-4.64046533102233,-0.0698181803820505,-0.028353871782518
6,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","20",-0.0258905451729629,0.0113333835870677,-2.28444973860287,-0.048103568826593,-0.00367752151933279
6,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","Other",-0.0752695267411628,0.00498772884975574,-15.0909419915337,-0.0850452956513354,-0.0654937578309901
7,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","3",-0.0955616640625,0.0144817819896653,-6.59875035618517,-0.123945435194205,-0.0671778929307952
7,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","14",-0.0467286913116529,0.0130950906271932,-3.56841297567017,-0.0723945973152395,-0.0210627853080663
7,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","15",-0.0158653613576017,0.0140818121662873,-1.1266562265036,-0.0434652060405828,0.0117344833253794
7,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","19",-0.0461618329045235,0.0101071218719474,-4.56725796813107,-0.0659714277608975,-0.0263522380481496
7,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","20",-0.0233653650291678,0.0115723130520786,-2.0190747453873,-0.0460466818290647,-0.000684048229270935
7,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","Other",-0.076526190356741,0.00504821397811055,-15.1590623314631,-0.0864205079400893,-0.0666318727733926
8,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","3",-0.093510361038961,0.0144214263813849,-6.48412705969668,-0.121775837352171,-0.0652448847257509
8,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","14",-0.0436465846109867,0.0134219886253482,-3.25187167336423,-0.0699531989175755,-0.017339970304398
8,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","15",-0.012539938504658,0.0142015983497571,-0.882994871128185,-0.0403745597930854,0.0152946827837694
8,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","19",-0.048918669855342,0.0100835199772248,-4.85134853363038,-0.0686820058480927,-0.0291553338625913
8,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","20",-0.0195022643595909,0.0117285601489563,-1.66280124004193,-0.042489819842057,0.00348529112287522
8,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","Other",-0.077171506710164,0.00501807439804413,-15.3787091598807,-0.087006751802073,-0.067336261618255
9,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","3",-0.0957310336787565,0.0144460649286601,-6.62678965874176,-0.124044800657257,-0.0674172667002556
9,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","14",-0.0469502288940839,0.0131121992056315,-3.58065250213094,-0.0726496670952364,-0.0212507906929314
9,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","15",-0.0169031140940394,0.0141418102583952,-1.19525815897614,-0.0446205528766931,0.0108143246886143
9,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","19",-0.046979256635414,0.0099329482050376,-4.72963874024713,-0.0664474773775895,-0.0275110358932385
9,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","20",-0.0231593522101111,0.0115210195434789,-2.01018252965465,-0.0457401355805118,-0.000578568839710303
9,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","Other",-0.0762952656274692,0.00507324244736899,-15.0387580366943,-0.0862386381091522,-0.0663518931457861
10,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","3",-0.0946412974767596,0.0147844082989687,-6.40142612155546,-0.123618205275473,-0.0656643896780459
10,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","14",-0.0469027305433307,0.0136444007493024,-3.43750754650979,-0.0736452646025946,-0.0201601964840668
10,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","15",-0.0179929428064757,0.0125286393391732,-1.43614500500603,-0.0425486246865468,0.0065627390735955
10,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","19",-0.0537334436345906,0.0115060695777507,-4.67000857864574,-0.076284925610594,-0.0311819616585873
10,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","20",-0.0270316426601927,0.01156168827143,-2.3380359360657,-0.0496921352726747,-0.00437115004771077
10,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","Other",-0.0741898022152681,0.00495312212565919,-14.9783914737201,-0.0838977431925886,-0.0644818612379476
11,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","3",-0.0997096094316808,0.0138598405866735,-7.19413825924905,-0.126874397813027,-0.0725448210503342
11,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","14",-0.0573182985948257,0.0133540892483369,-4.292190768604,-0.0834918325678996,-0.0311447646217518
11,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","15",-0.0119710869119853,0.0134045839636888,-0.89305919112547,-0.0382435887085584,0.0143014148845878
11,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","19",-0.0580963364486966,0.0112655319899486,-5.15699893272077,-0.0801763734156797,-0.0360162994817135
11,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","20",-0.0283114947846752,0.0117425576038216,-2.41101604436338,-0.0513264847745526,-0.00529650479479783
11,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","Other",-0.0706390243675144,0.00496945999461703,-14.2146278356263,-0.0803789869795764,-0.0608990617554524
12,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","3",-0.102047459279039,0.0147031729543906,-6.94050594355322,-0.130865148728108,-0.0732297698299698
12,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","14",-0.0894117312852064,0.0150563324461329,-5.93848014482248,-0.118921600618889,-0.0599018619515242
12,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","15",-0.0219048817220335,0.0109662646610418,-1.99747884982674,-0.0433983655026098,-0.000411397941457115
12,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","19",-0.0667730137721275,0.0103608913747998,-6.44471709591859,-0.0870799877144667,-0.0464660398297883
12,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","20",-0.0269824096589248,0.0113198436911994,-2.38363800729,-0.0491688956042986,-0.00479592371355109
12,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","Other",-0.0668203402352811,0.00514785888448267,-12.9802198806769,-0.0769099582463617,-0.0567307222242005
