question,month,model,file,return_type,response rows,prompt rows,empty headlines,duplicate headlines,rows in model sample,rows in all sample,model sample rows in batch,all sample rows in batch
3,aug,gpt-4o,base_blanks,abnormal_FF3,4698,4698.0,0,27,4689,4671,4662,4644
3,sep,gpt-4o,base_blanks,abnormal_FF3,4125,4125.0,0,0,3584,3575,3584,3575
3,oct,gpt-4o,base_blanks,abnormal_FF3,6442,6442.0,0,0,5300,5275,5300,5275
3,nov,gpt-4o,base_blanks,abnormal_FF3,5264,5264.0,0,0,4213,4200,4213,4200
3,dec,gpt-4o,base_blanks,abnormal_FF3,3834,3834.0,0,0,3322,3314,3322,3314
3,jan,gpt-4o,base_json,abnormal_FF3,4252,4252.0,1,0,3555,3543,3555,3543
3,feb,gpt-4o,base_json,abnormal_FF3,4563,4563.0,2,0,3447,3444,3447,3444
3,mar,gpt-4o,base_json,abnormal_FF3,3519,3519.0,3,0,2985,2983,2985,2983
3,apr,gpt-4o,base_json,abnormal_FF3,4377,4377.0,0,0,3563,3553,3563,3553
3,may,gpt-4o,base_json,abnormal_FF3,5060,5060.0,1,0,3927,3908,3927,3908
3,jun,gpt-4o,base_json,abnormal_FF3,3198,3198.0,2,0,2863,2847,2863,2847
3,jul,gpt-4o,base_json,abnormal_FF3,5216,5216.0,18,0,4215,4194,4215,4194
3,aug,gpt-4o,base_json,abnormal_FF3,4698,4698.0,1,27,4689,4671,4662,4644
3,sep,gpt-4o,base_json,abnormal_FF3,4125,4125.0,1,0,3584,3575,3584,3575
3,oct,gpt-4o,base_json,abnormal_FF3,6442,6442.0,3,0,5300,5275,5300,5275
3,nov,gpt-4o,base_json,abnormal_FF3,5264,5264.0,1,0,4213,4200,4213,4200
3,dec,gpt-4o,base_json,abnormal_FF3,3834,3834.0,1,0,3322,3314,3322,3314
3,jan,gpt-4o,persona1,abnormal_FF3,4252,4252.0,18,0,3555,3543,3555,3543
3,feb,gpt-4o,persona1,abnormal_FF3,4563,4563.0,46,0,3447,3444,3447,3444
3,mar,gpt-4o,persona1,abnormal_FF3,3519,3519.0,20,0,2985,2983,2985,2983
3,apr,gpt-4o,persona1,abnormal_FF3,4377,4377.0,21,0,3563,3553,3563,3553
3,may,gpt-4o,persona1,abnormal_FF3,5060,5060.0,47,0,3927,3908,3927,3908
3,jun,gpt-4o,persona1,abnormal_FF3,3198,3198.0,16,0,2863,2847,2863,2847
3,jul,gpt-4o,persona1,abnormal_FF3,5216,5216.0,55,0,4215,4194,4215,4194
3,aug,gpt-4o,persona1,abnormal_FF3,4698,4698.0,0,27,4689,4671,4662,4644
3,sep,gpt-4o,persona1,abnormal_FF3,4125,4125.0,14,0,3584,3575,3584,3575
3,oct,gpt-4o,persona1,abnormal_FF3,6442,6442.0,31,0,5300,5275,5300,5275
3,nov,gpt-4o,persona1,abnormal_FF3,5264,5264.0,28,0,4213,4200,4213,4200
3,dec,gpt-4o,persona1,abnormal_FF3,3834,3834.0,21,0,3322,3314,3322,3314
3,jan,gpt-4o,persona2,abnormal_FF3,4252,4252.0,401,0,3555,3543,3555,3543
3,feb,gpt-4o,persona2,abnormal_FF3,4563,4563.0,660,0,3447,3444,3447,3444
3,mar,gpt-4o,persona2,abnormal_FF3,3519,3519.0,311,0,2985,2983,2985,2983
3,apr,gpt-4o,persona2,abnormal_FF3,4377,4377.0,493,0,3563,3553,3563,3553
3,may,gpt-4o,persona2,abnormal_FF3,5060,5060.0,691,0,3927,3908,3927,3908
3,jun,gpt-4o,persona2,abnormal_FF3,3198,3198.0,184,0,2863,2847,2863,2847
3,jul,gpt-4o,persona2,abnormal_FF3,5216,5216.0,594,0,4215,4194,4215,4194
3,aug,gpt-4o,persona2,abnormal_FF3,4698,4698.0,3,27,4689,4671,4662,4644
3,sep,gpt-4o,persona2,abnormal_FF3,4125,4125.0,310,0,3584,3575,3584,3575
3,oct,gpt-4o,persona2,abnormal_FF3,6442,6442.0,647,0,5300,5275,5300,5275
3,nov,gpt-4o,persona2,abnormal_FF3,5264,5264.0,630,0,4213,4200,4213,4200
3,dec,gpt-4o,persona2,abnormal_FF3,3834,3834.0,306,0,3322,3314,3322,3314
3,jan,gpt-4o,persona3,abnormal_FF3,4252,4252.0,383,0,3555,3543,3555,3543
3,feb,gpt-4o,persona3,abnormal_FF3,4563,4563.0,616,0,3447,3444,3447,3444
3,mar,gpt-4o,persona3,abnormal_FF3,3519,3519.0,279,0,2985,2983,2985,2983
3,apr,gpt-4o,persona3,abnormal_FF3,4377,4377.0,402,0,3563,3553,3563,3553
3,may,gpt-4o,persona3,abnormal_FF3,5060,5060.0,610,0,3927,3908,3927,3908
3,jun,gpt-4o,persona3,abnormal_FF3,3198,3198.0,181,0,2863,2847,2863,2847
3,jul,gpt-4o,persona3,abnormal_FF3,5216,5216.0,526,0,4215,4194,4215,4194
3,aug,gpt-4o,persona3,abnormal_FF3,4698,4698.0,1,27,4689,4671,4662,4644
3,sep,gpt-4o,persona3,abnormal_FF3,4125,4125.0,292,0,3584,3575,3584,3575
3,oct,gpt-4o,persona3,abnormal_FF3,6442,6442.0,587,0,5300,5275,5300,5275
3,nov,gpt-4o,persona3,abnormal_FF3,5264,5264.0,563,0,4213,4200,4213,4200
3,dec,gpt-4o,persona3,abnormal_FF3,3834,3834.0,251,0,3322,3314,3322,3314
3,jan,gpt-4o,persona4,abnormal_FF3,4252,4252.0,104,0,3555,3543,3555,3543
3,feb,gpt-4o,persona4,abnormal_FF3,4563,4563.0,208,0,3447,3444,3447,3444
3,mar,gpt-4o,persona4,abnormal_FF3,3519,3519.0,91,0,2985,2983,2985,2983
3,apr,gpt-4o,persona4,abnormal_FF3,4377,4377.0,118,0,3563,3553,3563,3553
3,may,gpt-4o,persona4,abnormal_FF3,5060,5060.0,196,0,3927,3908,3927,3908
3,jun,gpt-4o,persona4,abnormal_FF3,3198,3198.0,43,0,2863,2847,2863,2847
3,jul,gpt-4o,persona4,abnormal_FF3,5216,5216.0,187,0,4215,4194,4215,4194
3,aug,gpt-4o,persona4,abnormal_FF3,4698,4698.0,3,27,4689,4671,4662,4644
3,sep,gpt-4o,persona4,abnormal_FF3,4125,4125.0,74,0,3584,3575,3584,3575
3,oct,gpt-4o,persona4,abnormal_FF3,6442,6442.0,149,0,5300,5275,5300,5275
3,nov,gpt-4o,persona4,abnormal_FF3,5264,5264.0,154,0,4213,4200,4213,4200
3,dec,gpt-4o,persona4,abnormal_FF3,3834,3834.0,53,0,3322,3314,3322,3314
3,jan,gpt-4o,cot1,abnormal_FF3,4252,4252.0,0,0,3555,3543,3555,3543
3,feb,gpt-4o,cot1,abnormal_FF3,4563,4563.0,0,0,3447,3444,3447,3444
3,mar,gpt-4o,cot1,abnormal_FF3,3519,3519.0,1,0,2985,2983,2985,2983
3,apr,gpt-4o,cot1,abnormal_FF3,4377,4377.0,0,0,3563,3553,3563,3553
3,may,gpt-4o,cot1,abnormal_FF3,5060,5060.0,0,0,3927,3908,3927,3908
3,jun,gpt-4o,cot1,abnormal_FF3,3198,3198.0,0,0,2863,2847,2863,2847
3,jul,gpt-4o,cot1,abnormal_FF3,5216,5216.0,0,0,4215,4194,4215,4194
3,aug,gpt-4o,cot1,abnormal_FF3,4698,4698.0,1,27,4689,4671,4662,4644
3,sep,gpt-4o,cot1,abnormal_FF3,4125,4125.0,0,0,3584,3575,3584,3575
3,oct,gpt-4o,cot1,abnormal_FF3,6442,6442.0,0,0,5300,5275,5300,5275
3,nov,gpt-4o,cot1,abnormal_FF3,5264,5264.0,0,0,4213,4200,4213,4200
3,dec,gpt-4o,cot1,abnormal_FF3,3834,3834.0,0,0,3322,3314,3322,3314
3,jan,gpt-4o,cot2,abnormal_FF3,4252,4252.0,0,0,3555,3543,3555,3543
3,feb,gpt-4o,cot2,abnormal_FF3,4563,4563.0,0,0,3447,3444,3447,3444
3,mar,gpt-4o,cot2,abnormal_FF3,3519,3519.0,0,0,2985,2983,2985,2983
3,apr,gpt-4o,cot2,abnormal_FF3,4377,4377.0,0,0,3563,3553,3563,3553
3,may,gpt-4o,cot2,abnormal_FF3,5060,5060.0,0,0,3927,3908,3927,3908
3,jun,gpt-4o,cot2,abnormal_FF3,3198,3198.0,0,0,2863,2847,2863,2847
3,jul,gpt-4o,cot2,abnormal_FF3,5216,5216.0,0,0,4215,4194,4215,4194
3,aug,gpt-4o,cot2,abnormal_FF3,4698,4698.0,0,27,4689,4671,4662,4644
3,sep,gpt-4o,cot2,abnormal_FF3,4125,4125.0,0,0,3584,3575,3584,3575
3,oct,gpt-4o,cot2,abnormal_FF3,6442,6442.0,0,0,5300,5275,5300,5275
3,nov,gpt-4o,cot2,abnormal_FF3,5264,5264.0,0,0,4213,4200,4213,4200
3,dec,gpt-4o,cot2,abnormal_FF3,3834,3834.0,0,0,3322,3314,3322,3314
3,jan,gpt-4o,cot3,abnormal_FF3,4252,4252.0,0,0,3555,3543,3555,3543
3,feb,gpt-4o,cot3,abnormal_FF3,4563,4563.0,0,0,3447,3444,3447,3444
3,mar,gpt-4o,cot3,abnormal_FF3,3519,3519.0,0,0,2985,2983,2985,2983
3,apr,gpt-4o,cot3,abnormal_FF3,4377,4377.0,0,0,3563,3553,3563,3553
3,may,gpt-4o,cot3,abnormal_FF3,5060,5060.0,0,0,3927,3908,3927,3908
3,jun,gpt-4o,cot3,abnormal_FF3,3198,3198.0,0,0,2863,2847,2863,2847
3,jul,gpt-4o,cot3,abnormal_FF3,5216,5216.0,0,0,4215,4194,4215,4194
3,aug,gpt-4o,cot3,abnormal_FF3,4698,4698.0,0,27,4689,4671,4662,4644
3,sep,gpt-4o,cot3,abnormal_FF3,4125,4125.0,0,0,3584,3575,3584,3575
3,oct,gpt-4o,cot3,abnormal_FF3,6442,6442.0,0,0,5300,5275,5300,5275
3,nov,gpt-4o,cot3,abnormal_FF3,5264,5264.0,0,0,4213,4200,4213,4200
3,dec,gpt-4o,cot3,abnormal_FF3,3834,3834.0,0,0,3322,3314,3322,3314
4,jan,gpt-3.5-turbo,base_blanks,realized,4294,4294.0,0,44,4291,3745,4247,3705
4,feb,gpt-3.5-turbo,base_blanks,realized,4590,4590.0,0,35,4586,3598,4551,3569
4,mar,gpt-3.5-turbo,base_blanks,realized,3515,3515.0,0,24,3515,3112,3491,3090
4,apr,gpt-3.5-turbo,base_blanks,realized,4362,4362.0,1,25,4356,3762,4331,3739
4,may,gpt-3.5-turbo,base_blanks,realized,5066,5066.0,0,22,5061,4199,5039,4179
4,jun,gpt-3.5-turbo,base_blanks,realized,3222,3222.0,1,40,3217,2969,3177,2940
4,jul,gpt-3.5-turbo,base_blanks,realized,5216,5216.0,1,28,5209,4461,5181,4434
4,aug,gpt-3.5-turbo,base_blanks,realized,4698,4698.0,0,27,4695,3914,4668,3892
4,sep,gpt-3.5-turbo,base_blanks,realized,4130,4130.0,0,20,4127,3806,4107,3787
4,oct,gpt-3.5-turbo,base_blanks,realized,6478,6478.0,0,41,6465,5655,6424,5619
4,nov,gpt-3.5-turbo,base_blanks,realized,5264,5264.0,0,0,5254,4542,5254,4542
4,dec,gpt-3.5-turbo,base_blanks,realized,3834,3834.0,0,0,3825,3497,3825,3497
4,jan,gpt-3.5-turbo,base_json,realized,4294,4294.0,0,44,4291,3745,4247,3705
4,feb,gpt-3.5-turbo,base_json,realized,4590,4590.0,0,35,4586,3598,4551,3569
4,mar,gpt-3.5-turbo,base_json,realized,3515,3515.0,0,24,3515,3112,3491,3090
4,apr,gpt-3.5-turbo,base_json,realized,4362,4362.0,0,25,4356,3762,4331,3739
4,may,gpt-3.5-turbo,base_json,realized,5066,5066.0,0,22,5061,4199,5039,4179
4,jun,gpt-3.5-turbo,base_json,realized,3222,3222.0,0,40,3217,2969,3177,2940
4,jul,gpt-3.5-turbo,base_json,realized,5216,5216.0,1,28,5209,4461,5181,4434
4,aug,gpt-3.5-turbo,base_json,realized,4698,4698.0,0,27,4695,3914,4668,3892
4,sep,gpt-3.5-turbo,base_json,realized,4130,4130.0,0,20,4127,3806,4107,3787
4,oct,gpt-3.5-turbo,base_json,realized,6478,6478.0,0,41,6465,5655,6424,5619
4,nov,gpt-3.5-turbo,base_json,realized,5264,5264.0,0,0,5254,4542,5254,4542
4,dec,gpt-3.5-turbo,base_json,realized,3834,3834.0,0,0,3825,3497,3825,3497
4,jan,gpt-3.5-turbo,persona1,realized,4294,4294.0,0,44,4291,3745,4247,3705
4,feb,gpt-3.5-turbo,persona1,realized,4590,4590.0,0,35,4586,3598,4551,3569
4,mar,gpt-3.5-turbo,persona1,realized,3515,3515.0,0,24,3515,3112,3491,3090
4,apr,gpt-3.5-turbo,persona1,realized,4362,4362.0,0,25,4356,3762,4331,3739
4,may,gpt-3.5-turbo,persona1,realized,5066,5066.0,0,22,5061,4199,5039,4179
4,jun,gpt-3.5-turbo,persona1,realized,3222,3222.0,0,40,3217,2969,3177,2940
4,jul,gpt-3.5-turbo,persona1,realized,5216,5216.0,0,28,5209,4461,5181,4434
4,aug,gpt-3.5-turbo,persona1,realized,4698,4698.0,0,27,4695,3914,4668,3892
4,sep,gpt-3.5-turbo,persona1,realized,4130,4130.0,0,20,4127,3806,4107,3787
4,oct,gpt-3.5-turbo,persona1,realized,6478,6478.0,0,41,6465,5655,6424,5619
4,nov,gpt-3.5-turbo,persona1,realized,5264,5264.0,0,0,5254,4542,5254,4542
4,dec,gpt-3.5-turbo,persona1,realized,3834,3834.0,0,0,3825,3497,3825,3497
4,jan,gpt-3.5-turbo,persona2,realized,4294,4294.0,0,44,4291,3745,4247,3705
4,feb,gpt-3.5-turbo,persona2,realized,4590,4590.0,1,35,4586,3598,4551,3569
4,mar,gpt-3.5-turbo,persona2,realized,3515,3515.0,0,24,3515,3112,3491,3090
4,apr,gpt-3.5-turbo,persona2,realized,4362,4362.0,0,25,4356,3762,4331,3739
4,may,gpt-3.5-turbo,persona2,realized,5066,5066.0,0,22,5061,4199,5039,4179
4,jun,gpt-3.5-turbo,persona2,realized,3222,3222.0,0,40,3217,2969,3177,2940
4,jul,gpt-3.5-turbo,persona2,realized,5216,5216.0,0,28,5209,4461,5181,4434
4,aug,gpt-3.5-turbo,persona2,realized,4698,4698.0,0,27,4695,3914,4668,3892
4,sep,gpt-3.5-turbo,persona2,realized,4130,4130.0,0,20,4127,3806,4107,3787
4,oct,gpt-3.5-turbo,persona2,realized,6478,6478.0,0,41,6465,5655,6424,5619
4,nov,gpt-3.5-turbo,persona2,realized,5264,5264.0,0,0,5254,4542,5254,4542
4,dec,gpt-3.5-turbo,persona2,realized,3834,3834.0,0,0,3825,3497,3825,3497
4,jan,gpt-3.5-turbo,persona3,realized,4294,4294.0,0,44,4291,3745,4247,3705
4,feb,gpt-3.5-turbo,persona3,realized,4590,4590.0,0,35,4586,3598,4551,3569
4,mar,gpt-3.5-turbo,persona3,realized,3515,3515.0,0,24,3515,3112,3491,3090
4,apr,gpt-3.5-turbo,persona3,realized,4362,4362.0,0,25,4356,3762,4331,3739
4,may,gpt-3.5-turbo,persona3,realized,5066,5066.0,1,22,5061,4199,5039,4179
4,jun,gpt-3.5-turbo,persona3,realized,3222,3222.0,0,40,3217,2969,3177,2940
4,jul,gpt-3.5-turbo,persona3,realized,5216,5216.0,0,28,5209,4461,5181,4434
4,aug,gpt-3.5-turbo,persona3,realized,4698,4698.0,0,27,4695,3914,4668,3892
4,sep,gpt-3.5-turbo,persona3,realized,4130,4130.0,0,20,4127,3806,4107,3787
4,oct,gpt-3.5-turbo,persona3,realized,6478,6478.0,0,41,6465,5655,6424,5619
4,nov,gpt-3.5-turbo,persona3,realized,5264,5264.0,1,0,5254,4542,5254,4542
4,dec,gpt-3.5-turbo,persona3,realized,3834,3834.0,0,0,3825,3497,3825,3497
4,jan,gpt-3.5-turbo,persona4,realized,4294,4294.0,0,44,4291,3745,4247,3705
4,feb,gpt-3.5-turbo,persona4,realized,4590,4590.0,0,35,4586,3598,4551,3569
4,mar,gpt-3.5-turbo,persona4,realized,3515,3515.0,0,24,3515,3112,3491,3090
4,apr,gpt-3.5-turbo,persona4,realized,4362,4362.0,0,25,4356,3762,4331,3739
4,may,gpt-3.5-turbo,persona4,realized,5066,5066.0,0,22,5061,4199,5039,4179
4,jun,gpt-3.5-turbo,persona4,realized,3222,3222.0,0,40,3217,2969,3177,2940
4,jul,gpt-3.5-turbo,persona4,realized,5216,5216.0,0,28,5209,4461,5181,4434
4,aug,gpt-3.5-turbo,persona4,realized,4698,4698.0,0,27,4695,3914,4668,3892
4,sep,gpt-3.5-turbo,persona4,realized,4130,4130.0,0,20,4127,3806,4107,3787
4,oct,gpt-3.5-turbo,persona4,realized,6478,6478.0,0,41,6465,5655,6424,5619
4,nov,gpt-3.5-turbo,persona4,realized,5264,5264.0,0,0,5254,4542,5254,4542
4,dec,gpt-3.5-turbo,persona4,realized,3834,3834.0,0,0,3825,3497,3825,3497
4,jan,gpt-3.5-turbo,cot1,realized,4294,4294.0,0,44,4291,3745,4247,3705
4,feb,gpt-3.5-turbo,cot1,realized,4590,4590.0,0,35,4586,3598,4551,3569
4,mar,gpt-3.5-turbo,cot1,realized,3515,3515.0,0,24,3515,3112,3491,3090
4,apr,gpt-3.5-turbo,cot1,realized,4362,4362.0,0,25,4356,3762,4331,3739
4,may,gpt-3.5-turbo,cot1,realized,5066,5066.0,0,22,5061,4199,5039,4179
4,jun,gpt-3.5-turbo,cot1,realized,3222,3222.0,0,40,3217,2969,3177,2940
4,jul,gpt-3.5-turbo,cot1,realized,5216,5216.0,0,28,5209,4461,5181,4434
4,aug,gpt-3.5-turbo,cot1,realized,4698,4698.0,0,27,4695,3914,4668,3892
4,sep,gpt-3.5-turbo,cot1,realized,4130,4130.0,1,20,4127,3806,4107,3787
4,oct,gpt-3.5-turbo,cot1,realized,6478,6478.0,0,41,6465,5655,6424,5619
4,nov,gpt-3.5-turbo,cot1,realized,5264,5264.0,0,0,5254,4542,5254,4542
4,dec,gpt-3.5-turbo,cot1,realized,3834,3834.0,0,0,3825,3497,3825,3497
4,jan,gpt-3.5-turbo,cot2,realized,4294,4294.0,0,44,4291,3745,4247,3705
4,feb,gpt-3.5-turbo,cot2,realized,4591,4590.0,0,36,4587,3599,4551,3569
4,mar,gpt-3.5-turbo,cot2,realized,3515,3515.0,0,24,3515,3112,3491,3090
4,apr,gpt-3.5-turbo,cot2,realized,4362,4362.0,1,25,4356,3762,4331,3739
4,may,gpt-3.5-turbo,cot2,realized,5066,5066.0,0,22,5061,4199,5039,4179
4,jun,gpt-3.5-turbo,cot2,realized,3222,3222.0,0,40,3217,2969,3177,2940
4,jul,gpt-3.5-turbo,cot2,realized,5216,5216.0,0,28,5209,4461,5181,4434
4,aug,gpt-3.5-turbo,cot2,realized,4698,4698.0,0,27,4695,3914,4668,3892
4,sep,gpt-3.5-turbo,cot2,realized,4130,4130.0,0,20,4127,3806,4107,3787
4,oct,gpt-3.5-turbo,cot2,realized,6478,6478.0,0,41,6465,5655,6424,5619
4,nov,gpt-3.5-turbo,cot2,realized,5264,5264.0,0,0,5254,4542,5254,4542
4,dec,gpt-3.5-turbo,cot2,realized,3834,3834.0,0,0,3825,3497,3825,3497
4,jan,gpt-3.5-turbo,cot3,realized,4294,4294.0,0,44,4291,3745,4247,3705
4,feb,gpt-3.5-turbo,cot3,realized,4590,4590.0,0,35,4586,3598,4551,3569
4,mar,gpt-3.5-turbo,cot3,realized,3515,3515.0,0,24,3515,3112,3491,3090
4,apr,gpt-3.5-turbo,cot3,realized,4362,4362.0,1,25,4356,3762,4331,3739
4,may,gpt-3.5-turbo,cot3,realized,5066,5066.0,1,22,5061,4199,5039,4179
4,jun,gpt-3.5-turbo,cot3,realized,3222,3222.0,2,40,3217,2969,3177,2940
4,jul,gpt-3.5-turbo,cot3,realized,5216,5216.0,1,28,5209,4461,5181,4434
4,aug,gpt-3.5-turbo,cot3,realized,4698,4698.0,1,27,4695,3914,4668,3892
4,sep,gpt-3.5-turbo,cot3,realized,4130,4130.0,0,20,4127,3806,4107,3787
4,oct,gpt-3.5-turbo,cot3,realized,6478,6478.0,0,41,6465,5655,6424,5619
4,nov,gpt-3.5-turbo,cot3,realized,5264,5264.0,1,0,5254,4542,5254,4542
4,dec,gpt-3.5-turbo,cot3,realized,3834,3834.0,0,0,3825,3497,3825,3497
4,jan,gpt-3.5-turbo,base_blanks,abnormal_CAPM,4294,4294.0,0,44,4289,3743,4245,3703
4,feb,gpt-3.5-turbo,base_blanks,abnormal_CAPM,4590,4590.0,0,35,4586,3598,4551,3569
4,mar,gpt-3.5-turbo,base_blanks,abnormal_CAPM,3515,3515.0,0,24,3515,3112,3491,3090
4,apr,gpt-3.5-turbo,base_blanks,abnormal_CAPM,4362,4362.0,1,25,4354,3761,4329,3738
4,may,gpt-3.5-turbo,base_blanks,abnormal_CAPM,5066,5066.0,0,22,5061,4199,5039,4179
4,jun,gpt-3.5-turbo,base_blanks,abnormal_CAPM,3222,3222.0,1,40,3217,2969,3177,2940
4,jul,gpt-3.5-turbo,base_blanks,abnormal_CAPM,5216,5216.0,1,28,5209,4461,5181,4434
4,aug,gpt-3.5-turbo,base_blanks,abnormal_CAPM,4698,4698.0,0,27,4692,3911,4665,3889
4,sep,gpt-3.5-turbo,base_blanks,abnormal_CAPM,4130,4130.0,0,20,4122,3802,4102,3783
4,oct,gpt-3.5-turbo,base_blanks,abnormal_CAPM,6478,6478.0,0,41,6438,5629,6397,5593
4,nov,gpt-3.5-turbo,base_blanks,abnormal_CAPM,5264,5264.0,0,0,5217,4523,5217,4523
4,dec,gpt-3.5-turbo,base_blanks,abnormal_CAPM,3834,3834.0,0,0,3814,3492,3814,3492
4,jan,gpt-3.5-turbo,base_json,abnormal_CAPM,4294,4294.0,0,44,4289,3743,4245,3703
4,feb,gpt-3.5-turbo,base_json,abnormal_CAPM,4590,4590.0,0,35,4586,3598,4551,3569
4,mar,gpt-3.5-turbo,base_json,abnormal_CAPM,3515,3515.0,0,24,3515,3112,3491,3090
4,apr,gpt-3.5-turbo,base_json,abnormal_CAPM,4362,4362.0,0,25,4354,3761,4329,3738
4,may,gpt-3.5-turbo,base_json,abnormal_CAPM,5066,5066.0,0,22,5061,4199,5039,4179
4,jun,gpt-3.5-turbo,base_json,abnormal_CAPM,3222,3222.0,0,40,3217,2969,3177,2940
4,jul,gpt-3.5-turbo,base_json,abnormal_CAPM,5216,5216.0,1,28,5209,4461,5181,4434
4,aug,gpt-3.5-turbo,base_json,abnormal_CAPM,4698,4698.0,0,27,4692,3911,4665,3889
4,sep,gpt-3.5-turbo,base_json,abnormal_CAPM,4130,4130.0,0,20,4122,3802,4102,3783
4,oct,gpt-3.5-turbo,base_json,abnormal_CAPM,6478,6478.0,0,41,6438,5629,6397,5593
4,nov,gpt-3.5-turbo,base_json,abnormal_CAPM,5264,5264.0,0,0,5217,4523,5217,4523
4,dec,gpt-3.5-turbo,base_json,abnormal_CAPM,3834,3834.0,0,0,3814,3492,3814,3492
4,jan,gpt-3.5-turbo,persona1,abnormal_CAPM,4294,4294.0,0,44,4289,3743,4245,3703
4,feb,gpt-3.5-turbo,persona1,abnormal_CAPM,4590,4590.0,0,35,4586,3598,4551,3569
4,mar,gpt-3.5-turbo,persona1,abnormal_CAPM,3515,3515.0,0,24,3515,3112,3491,3090
4,apr,gpt-3.5-turbo,persona1,abnormal_CAPM,4362,4362.0,0,25,4354,3761,4329,3738
4,may,gpt-3.5-turbo,persona1,abnormal_CAPM,5066,5066.0,0,22,5061,4199,5039,4179
4,jun,gpt-3.5-turbo,persona1,abnormal_CAPM,3222,3222.0,0,40,3217,2969,3177,2940
4,jul,gpt-3.5-turbo,persona1,abnormal_CAPM,5216,5216.0,0,28,5209,4461,5181,4434
4,aug,gpt-3.5-turbo,persona1,abnormal_CAPM,4698,4698.0,0,27,4692,3911,4665,3889
4,sep,gpt-3.5-turbo,persona1,abnormal_CAPM,4130,4130.0,0,20,4122,3802,4102,3783
4,oct,gpt-3.5-turbo,persona1,abnormal_CAPM,6478,6478.0,0,41,6438,5629,6397,5593
4,nov,gpt-3.5-turbo,persona1,abnormal_CAPM,5264,5264.0,0,0,5217,4523,5217,4523
4,dec,gpt-3.5-turbo,persona1,abnormal_CAPM,3834,3834.0,0,0,3814,3492,3814,3492
4,jan,gpt-3.5-turbo,persona2,abnormal_CAPM,4294,4294.0,0,44,4289,3743,4245,3703
4,feb,gpt-3.5-turbo,persona2,abnormal_CAPM,4590,4590.0,1,35,4586,3598,4551,3569
4,mar,gpt-3.5-turbo,persona2,abnormal_CAPM,3515,3515.0,0,24,3515,3112,3491,3090
4,apr,gpt-3.5-turbo,persona2,abnormal_CAPM,4362,4362.0,0,25,4354,3761,4329,3738
4,may,gpt-3.5-turbo,persona2,abnormal_CAPM,5066,5066.0,0,22,5061,4199,5039,4179
4,jun,gpt-3.5-turbo,persona2,abnormal_CAPM,3222,3222.0,0,40,3217,2969,3177,2940
4,jul,gpt-3.5-turbo,persona2,abnormal_CAPM,5216,5216.0,0,28,5209,4461,5181,4434
4,aug,gpt-3.5-turbo,persona2,abnormal_CAPM,4698,4698.0,0,27,4692,3911,4665,3889
4,sep,gpt-3.5-turbo,persona2,abnormal_CAPM,4130,4130.0,0,20,4122,3802,4102,3783
4,oct,gpt-3.5-turbo,persona2,abnormal_CAPM,6478,6478.0,0,41,6438,5629,6397,5593
4,nov,gpt-3.5-turbo,persona2,abnormal_CAPM,5264,5264.0,0,0,5217,4523,5217,4523
4,dec,gpt-3.5-turbo,persona2,abnormal_CAPM,3834,3834.0,0,0,3814,3492,3814,3492
4,jan,gpt-3.5-turbo,persona3,abnormal_CAPM,4294,4294.0,0,44,4289,3743,4245,3703
4,feb,gpt-3.5-turbo,persona3,abnormal_CAPM,4590,4590.0,0,35,4586,3598,4551,3569
4,mar,gpt-3.5-turbo,persona3,abnormal_CAPM,3515,3515.0,0,24,3515,3112,3491,3090
4,apr,gpt-3.5-turbo,persona3,abnormal_CAPM,4362,4362.0,0,25,4354,3761,4329,3738
4,may,gpt-3.5-turbo,persona3,abnormal_CAPM,5066,5066.0,1,22,5061,4199,5039,4179
4,jun,gpt-3.5-turbo,persona3,abnormal_CAPM,3222,3222.0,0,40,3217,2969,3177,2940
4,jul,gpt-3.5-turbo,persona3,abnormal_CAPM,5216,5216.0,0,28,5209,4461,5181,4434
4,aug,gpt-3.5-turbo,persona3,abnormal_CAPM,4698,4698.0,0,27,4692,3911,4665,3889
4,sep,gpt-3.5-turbo,persona3,abnormal_CAPM,4130,4130.0,0,20,4122,3802,4102,3783
4,oct,gpt-3.5-turbo,persona3,abnormal_CAPM,6478,6478.0,0,41,6438,5629,6397,5593
4,nov,gpt-3.5-turbo,persona3,abnormal_CAPM,5264,5264.0,1,0,5217,4523,5217,4523
4,dec,gpt-3.5-turbo,persona3,abnormal_CAPM,3834,3834.0,0,0,3814,3492,3814,3492
4,jan,gpt-3.5-turbo,persona4,abnormal_CAPM,4294,4294.0,0,44,4289,3743,4245,3703
4,feb,gpt-3.5-turbo,persona4,abnormal_CAPM,4590,4590.0,0,35,4586,3598,4551,3569
4,mar,gpt-3.5-turbo,persona4,abnormal_CAPM,3515,3515.0,0,24,3515,3112,3491,3090
4,apr,gpt-3.5-turbo,persona4,abnormal_CAPM,4362,4362.0,0,25,4354,3761,4329,3738
4,may,gpt-3.5-turbo,persona4,abnormal_CAPM,5066,5066.0,0,22,5061,4199,5039,4179
4,jun,gpt-3.5-turbo,persona4,abnormal_CAPM,3222,3222.0,0,40,3217,2969,3177,2940
4,jul,gpt-3.5-turbo,persona4,abnormal_CAPM,5216,5216.0,0,28,5209,4461,5181,4434
4,aug,gpt-3.5-turbo,persona4,abnormal_CAPM,4698,4698.0,0,27,4692,3911,4665,3889
