Unnamed: 0,custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,headline type num,date,ticker,datetime_utc,permno,cusip,ret,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,Mkt-RF,SMB,HML,RF,Mkt-RF_1,SMB_1,HML_1,RF_1,date_1,Mkt-RF_2,SMB_2,HML_2,RF_2,date_2,Mkt-RF_3,SMB_3,HML_3,RF_3,date_3,Mkt-RF_4,SMB_4,HML_4,RF_4,date_4,Mkt-RF_5,SMB_5,HML_5,RF_5,date_5,Mkt-RF_6,SMB_6,HML_6,RF_6,date_6,Mkt-RF_7,SMB_7,HML_7,RF_7,date_7,Mkt-RF_8,SMB_8,HML_8,RF_8,date_8,Mkt-RF_9,SMB_9,HML_9,RF_9,date_9,Mkt-RF_10,SMB_10,HML_10,RF_10,date_10,index,b_mkt,b_smb,b_hml,er_CAPM,ar_CAPM,er_CAPM_1,ar_CAPM_1,er_CAPM_2,ar_CAPM_2,er_CAPM_3,ar_CAPM_3,er_CAPM_4,ar_CAPM_4,er_CAPM_5,ar_CAPM_5,er_CAPM_6,ar_CAPM_6,er_CAPM_7,ar_CAPM_7,er_CAPM_8,ar_CAPM_8,er_CAPM_9,ar_CAPM_9,er_CAPM_10,ar_CAPM_10,CAPM_CAR_1,CAPM_CAR_2,CAPM_CAR_3,CAPM_CAR_5,CAPM_CAR_10
21864,21864,COCA COLA CO,"UBS Maintains Neutral on Coca-Cola Company (The) Common Stock, Raises Price Target to $52",7,increase,0.8,0.6,ubs maintaining a neutral rating but raising the price target suggests positive sentiment and potential growth for coca cola co's stock.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21872,21872,COCA COLA CO,"Deutsche Bank Maintains Buy on Coca-Cola Company (The) Common Stock, Raises Price Target to $54",7,increase,0.8,0.7,deutsche bank maintaining a buy rating and raising the price target indicates positive sentiment and potential growth for coca cola co's stock price.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21880,21880,COCA COLA CO,"Morgan Stanley Maintains Equal-Weight on Coca-Cola Company (The) Common Stock, Raises Price Target to $52",7,increase,0.8,0.6,"morgan stanley raising the price target suggests positive outlook for coca cola co, potentially leading to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21888,21888,KOHLS CORP,Amazon Confirms It Will Close Four Fulfillment Centers For Retrofitting,7,uncertain,0.6,0.3,the impact of amazon closing fulfillment centers on kohls corp's stock price is uncertain as it depends on various factors such as the duration of the closure and how it affects kohl's operations.,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21896,21896,KOHLS CORP,Why Kohl's Expanded Relationship With Amazon Could Be A 'Game Changer',7,increase,0.8,0.7,"the expanded relationship with amazon could lead to increased foot traffic and sales for kohl's, potentially boosting their stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21904,21904,LITHIA MOTORS INC,Lithia Motors shares are trading higher after the company reported better-than-expected Q1 EPS.,7,increase,0.8,0.7,better-than-expected q1 eps typically leads to increased investor confidence and can result in a higher stock price for the company.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21912,21912,L C N B CORP,LCNB Corp Reports 500K Buyback,7,increase,0.8,0.7,"the buyback of 500k shares indicates that the company believes its stock is undervalued, which could lead to increased investor confidence and a rise in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21920,21920,LILLY ELI & CO,Edward Jones Upgrades Eli Lilly and Company Common Stock to Buy,7,increase,0.8,0.7,"the upgrade to buy by edward jones is likely to attract more investors, leading to an increase in lilly eli & co's stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21928,21928,LOCKHEED MARTIN CORP,"UBS Maintains Buy on Lockheed Martin Corporation Common Stock, Raises Price Target to $385",7,increase,0.8,0.7,"ubs maintaining a buy rating and raising the price target indicates positive sentiment and potential growth for lockheed martin corporation, likely leading to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21936,21936,LOCKHEED MARTIN CORP,"Baird Maintains Outperform on Lockheed Martin Corporation Common Stock, Raises Price Target to $371",7,increase,0.8,0.7,"baird maintaining an outperform rating and raising the price target indicates positive sentiment towards lockheed martin corporation, likely leading to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21944,21944,LAM RESH CORP,Lam Research shares are trading higher after the company reported better-than-expected Q3 EPS and sales.,7,increase,0.8,0.7,better-than-expected q3 eps and sales typically lead to increased investor confidence and higher stock prices.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21952,21952,LAM RESH CORP,"Lam Research Q3 Adj. EPS $3.7 Beats $3.38 Estimate, Sales $2.439B Beat $2.4B Estimate",7,increase,0.8,0.7,"lam research beat both earnings and sales estimates, indicating strong performance which is likely to positively impact the stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21960,21960,STRIDE INC,K12 shares are trading lower after the company issued FY19 guidance on the lower end of consensus estimates.,7,decrease,0.8,0.7,"the lower fy19 guidance may lead investors to believe that stride inc's performance will not meet expectations, causing a decrease in stock price.",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21968,21968,LANDSTAR SYSTEM INC,"Landstar Sees Q2 EPS $1.56-$1.62 vs $1.61 Estimate, Sales $1.075B-$1.125B vs $1.18B Est.",7,decrease,0.8,0.7,the lower than expected q2 eps and sales forecast may lead to a decrease in landstar system inc's stock price as investors may view it as a sign of weaker performance.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21976,21976,LANDSTAR SYSTEM INC,"Landstar System Q1 EPS $1.58 Beats $1.52 Estimate, Sales $1.033B Miss $1.05B Estimate",7,uncertain,0.6,0.3,"while the eps beat estimates, the sales missed estimates, leading to uncertainty in the stock price direction.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21984,21984,MACYS INC,Macy's Volume Pop: Hearing Some Talk Of Building An Office Tower On Top Of Their Flagship Store In New York City,7,increase,0.8,0.7,"the potential construction of an office tower on top of macy's flagship store in nyc could signal a positive growth opportunity for the company, leading to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21992,21992,MACYS INC,Macy's Option Alert: Fri $25 Calls Sweep (36) near the Ask: 1141 @ $0.336 vs 6477 OI; Earnings 5/15 Before Open [est] Ref=$25.035,7,increase,0.8,0.6,"the high volume of call options being purchased near the ask price suggests bullish sentiment and potential anticipation of positive earnings results, which could lead to an increase in macys inc's stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22000,22000,MANHATTAN ASSOCIATES INC,Manhattan Associates Beats Estimates And Raises Guidance,7,increase,0.8,0.7,"manhattan associates beating estimates and raising guidance typically signals positive performance, leading to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22008,22008,MANHATTAN ASSOCIATES INC,Manhattan Associates' Adjusted Earnings Beat Wall Street Expectations,7,increase,0.8,0.7,manhattan associates beating wall street expectations is likely to boost investor confidence and lead to an increase in the stock price.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22016,22016,MARRIOTT INTERNATIONAL INC NEW,"Wells Fargo Maintains Market Perform on Marriott International - Class A Common Stock, Raises Price Target to $141",7,increase,0.8,0.6,"wells fargo maintaining market perform and raising the price target suggests positive sentiment towards marriott international, potentially leading to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22024,22024,MARRIOTT INTERNATIONAL INC NEW,Evercore ISI Group Downgrades Marriott International - Class A Common Stock to In-Line,7,decrease,0.8,0.7,the downgrade by evercore isi group may lead to decreased investor confidence and selling pressure on marriott international's stock.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22032,22032,MCDONALDS CORP,"Wells Fargo Maintains Outperform on McDonald's Corporation Common Stock, Raises Price Target to $218",7,increase,0.8,0.7,"wells fargo maintaining an outperform rating and raising the price target suggests positive sentiment and potential growth for mcdonald's corporation, likely leading to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22040,22040,MONARCH CASINO & RESORT INC,"Monarch Casino & Resort Q1 EPS $0.38, Inline, Sales $58.74M Beat $57.32M Estimate",7,increase,0.8,0.6,the q1 eps meeting expectations and sales beating estimates may lead to increased investor confidence and a positive impact on the stock price.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22048,22048,M I HOMES INC,"M/I Homes Q1 EPS $0.63 Beats $0.62 Estimate, Sales $481.109M Beat $475.56M Estimate",7,increase,0.8,0.6,"m/i homes beat both eps and sales estimates in q1, indicating strong performance which is likely to positively impact the stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22056,22056,MARKETAXESS HLDGS INC,"MarketAxess Holdings Q1 EPS $1.37, Inline, Sales $124.491M Miss $125.63M Estimate",7,decrease,0.8,0.6,the miss in sales estimate may lead to a decrease in investor confidence and a potential decrease in marketaxess hldgs inc's stock price.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22064,22064,MARTIN MIDSTREAM PARTNERS LP,Martin Midstream Partners shares are trading lower after the company reported worse-than-expected Q1 EPS and sales.,7,decrease,0.8,0.7,the worse-than-expected q1 eps and sales report is likely to negatively impact investor confidence and lead to a decrease in martin midstream partners lp's stock price.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22072,22072,MARTIN MIDSTREAM PARTNERS LP,"Martin Midstream Partners Earlier Reported Q1 EPS $(0.09) Misses $0.22 Estimate, Sales $251M Miss $298.56M Estimate",7,decrease,0.8,0.7,the reported q1 eps and sales missing estimates may lead to a decrease in investor confidence and a potential decrease in martin midstream partners lp's stock price.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22080,22080,MEDICINOVA INC,MediciNova Receives Notice of Allowance for New Patent Covering MN-166 (ibudilast) for the Treatment of Glioblastoma,7,increase,0.8,0.7,"receiving a new patent for the treatment of a serious condition like glioblastoma is likely to be seen as positive news by investors, potentially leading to an increase in medicinova inc's stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22088,22088,MORNINGSTAR INC,"Morningstar Q1 EPS $0.77 Up From $0.72 YoY, Sales $258.9M Up From $243.5M YoY",7,increase,0.8,0.6,the increase in morningstar's q1 eps and sales compared to the previous year is likely to positively impact investor sentiment and lead to an increase in the stock price.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22096,22096,MARINE PRODUCTS CORP,Marine Products shares are trading higher after the company reported better-than-expected Q1 results.,7,increase,0.8,0.7,"better-than-expected q1 results typically lead to increased investor confidence and buying activity, driving the stock price higher.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22104,22104,MARINE PRODUCTS CORP,"Marine Products Earlier Reported Q1 EPS $0.22 Beats $0.16 Estimate, Sales $83.053M Beat $73.18M Estimate",7,increase,0.8,0.7,"marine products corp reported better than expected q1 earnings and sales, which is likely to positively impact investor sentiment and lead to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22112,22112,MARVELL TECHNOLOGY INC,"'Halftime Report' Traders Share Their View On Zogenix, Spotify And Marvell",7,uncertain,0.6,0.3,the impact of the 'halftime report' traders' views on marvell's stock price is uncertain and may lead to a slight fluctuation.,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22120,22120,MARVELL TECHNOLOGY INC,"UBS Maintains Buy on Marvell Technology Group Ltd. - Common Stock, Raises Price Target to $29",7,increase,0.8,0.7,"ubs maintaining a buy rating and raising the price target indicates positive sentiment towards marvell technology inc., likely leading to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22128,22128,M S A SAFETY INC,"MSA Safety Q1 Adj. EPS $1.14 Beats $1.1 Estimate, Sales $326.038M Miss $340.47M Estimate",7,decrease,0.8,0.7,the missed sales estimate may lead to a decrease in investor confidence and a potential decrease in stock price.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22136,22136,MACOM TECHNOLOGY SOLS HLDS INC,MACOM shares are trading lower after the company cut Q2 EPS and sales guidance. The company also announced the formation of a joint venture with Goertek for the buildout of 5G in China.,7,decrease,0.8,0.7,"the cut in q2 eps and sales guidance, along with the joint venture announcement, may lead to a decrease in macom's stock price as investors may view these developments negatively.",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22144,22144,MACOM TECHNOLOGY SOLS HLDS INC,"MACOM Shares Resume Trade, Down 6.9%",7,decrease,0.8,0.7,the fact that macom shares resumed trade and are down 6.9% suggests a negative impact on the stock price.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22152,22152,MACOM TECHNOLOGY SOLS HLDS INC,"MACOM Shares Were Halted With Code News Pending Ahead Of Concerning Q2 Guidance, News Of Joint Venture With Goertek For $134.6M, Shares Will Resume Trade At 9 a.m. EDT",7,uncertain,0.6,0.3,"the news of a joint venture with goertek for $134.6m could potentially have a positive impact on macom's stock price, but the concerning q2 guidance may offset this effect, leading to uncertainty.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22160,22160,MACOM TECHNOLOGY SOLS HLDS INC,"MACOM Reports Formation Of Joint Venture With Goertek To Service China's 5G Build Out, Goertek To Provide Total Consideration Of Up To $134.6M",7,increase,0.8,0.7,the formation of a joint venture with goertek to service china's 5g build out and the total consideration provided by goertek could potentially boost macom's stock price.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22168,22168,MACOM TECHNOLOGY SOLS HLDS INC,"MACOM Cuts Q2 Adj. EPS From $0.04-$0.12 To $(0.18) vs $0.08 Estimate, Sales From $134M-$142M To $121M vs $138.2M Est.",7,decrease,0.8,0.7,the cut in q2 adjusted eps and sales forecasts is likely to negatively impact investor confidence and lead to a decrease in macom technology sols hlds inc's stock price.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22176,22176,NASDAQ INC,Nasdaq Raises Qtr. Dividend From $0.44 To $0.47/Share,7,increase,0.8,0.6,"the increase in quarterly dividend is a positive signal to investors, indicating financial strength and confidence in the company's future performance.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22184,22184,NASDAQ INC,"NASDAQ OMX Group Q1 Adj. EPS $1.22 Beats $1.2 Estimate, Sales $634M Miss $637.98M Estimate",7,uncertain,0.6,0.3,"while the adjusted eps beat estimates, the sales missed estimates, leading to uncertainty in how investors will react.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22192,22192,NEWMARKET CORP,"NewMarket Q1 EPS $5.57 Up From $5.14 YoY, Sales $536.616M Miss $563.17M Estimate",7,decrease,0.8,0.7,the lower than expected sales figure may lead to a decrease in newmarket corp's stock price as investors may view it as a negative indicator of the company's performance.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22200,22200,NETFLIX INC,Survey Finds 8.7M Netflix Subscribers May Switch To Disney+,7,decrease,0.8,0.7,"the potential loss of 8.7 million subscribers to disney+ could negatively impact netflix's revenue and growth prospects, leading to a decrease in stock price.",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22208,22208,NICE LTD,"Barclays Maintains Equal-Weight on NICE Ltd - American Depositary Shares each representing one Ordinary Share, Raises Price Target to $150",7,increase,0.8,0.7,barclays raising the price target suggests positive sentiment and potential growth for nice ltd's stock.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22216,22216,NORTHROP GRUMMAN CORP,Northrop Grumman Raises FY19 Adj. EPS Guidance From $18.50-$19 To $18.90-$19.30 vs $18.96 Estimate,7,uncertain,0.6,0.3,"while the increase in fy19 adj. eps guidance is positive, the actual estimate is slightly higher, leading to uncertainty in the impact on the stock price.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22224,22224,NORTHROP GRUMMAN CORP,"Northrop Grumman Q1 EPS $5.06 Beats $4.58 Estimate, Sales $8.189B Miss $8.32B Estimate",7,uncertain,0.6,0.3,"while northrop grumman beat eps estimates, missing sales estimates could lead to uncertainty in the stock price movement.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22232,22232,SERVICENOW INC,ServiceNow shares are trading higher after the company reported better-than-expected Q1 EPS and sales.,7,increase,0.8,0.7,better-than-expected q1 eps and sales typically lead to increased investor confidence and higher stock prices.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22240,22240,SERVICENOW INC,"ServiceNow Sees FY19 Adj. Subscription Billings $3.797B-$3.812B, Adj. Subscription Sales $3.28B-$3.295B",7,uncertain,0.6,0.3,"the news provides positive financial outlook, but market conditions and other factors could influence the stock price in either direction.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22248,22248,SERVICENOW INC,"ServiceNow Q1 Adj. EPS $0.67 Beats $0.54 Estimate, Sales $811.273M Beat $766.15M Estimate",7,increase,0.8,0.7,"servicenow beat both earnings and sales estimates, indicating strong performance which is likely to positively impact the stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22256,22256,NORFOLK SOUTHERN CORP,Norfolk Southern Corp shares are trading higher after the company reported better-than-expected Q1 EPS and sales.,7,increase,0.8,0.7,the better-than-expected q1 eps and sales are likely to attract more investors and drive up the stock price.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22264,22264,NORFOLK SOUTHERN CORP,"Norfolk Southern Q1 EPS $2.51 Beats $2.18 Estimate, Sales $2.84B Beat $2.83B Estimate",7,increase,0.8,0.6,"norfolk southern corp beat both eps and sales estimates for q1, indicating strong performance which is likely to positively impact the stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22272,22272,NETGEAR INC,"Netgear shares are trading lower. Despite strong Q1 earnings, the company cut its Q2 sales guidance due to reduced service provider shipments.",7,decrease,0.8,0.7,the cut in q2 sales guidance due to reduced service provider shipments is likely to negatively impact netgear inc's stock price.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22280,22280,NETGEAR INC,"Netgear Q1 Adj. EPS $0.60 Beats $0.49 Estimate, Sales $249.082M Beat $244.3M Estimate",7,increase,0.8,0.7,"the company beat both earnings and sales estimates, indicating strong performance which is likely to positively impact the stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22288,22288,NOVARTIS A G,"Novartis Earlier Reported Q1 EPS $1.21 Beats $1.2 Estimate, Sales $11.1B Miss $11.78B Estimate",7,decrease,0.8,0.6,"novartis missed sales estimates, which could lead to a decrease in stock price as investors may view this as a negative indicator of the company's performance.",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
